JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 7, Filter: R, JD: geocentric
2457036.23256 -3.2463 0.0091 -3.8060 0.0147 -1.0131 0.0018 -0.5597 0.0173 2.2332 0.0092 2.7929 0.0148 0.00286 1.020 
2457036.23280 -3.2456 0.0091 -3.8053 0.0148 -1.0025 0.0018 -0.5597 0.0174 2.2431 0.0092 2.8028 0.0149 0.00286 1.019 
2457036.23303 -3.2301 0.0087 -3.8200 0.0147 -1.0075 0.0018 -0.5899 0.0171 2.2226 0.0088 2.8125 0.0148 0.00286 1.019 
2457036.23327 -3.2492 0.0094 -3.8123 0.0144 -1.0027 0.0018 -0.5631 0.0172 2.2465 0.0095 2.8096 0.0145 0.00286 1.019 
2457036.23350 -3.2221 0.0088 -3.7953 0.0147 -0.9931 0.0018 -0.5732 0.0171 2.2290 0.0089 2.8022 0.0148 0.00286 1.019 
2457036.23374 -3.2460 0.0099 -3.8269 0.0158 -0.9975 0.0019 -0.5809 0.0186 2.2485 0.0100 2.8294 0.0159 0.00286 1.019 
2457036.23398 -3.2374 0.0090 -3.7997 0.0149 -0.9992 0.0018 -0.5623 0.0174 2.2382 0.0091 2.8005 0.0150 0.00286 1.019 
2457036.23422 -3.2319 0.0089 -3.7879 0.0148 -1.0071 0.0018 -0.5560 0.0173 2.2248 0.0090 2.7808 0.0149 0.00286 1.019 
2457036.23445 -3.2411 0.0104 -3.8038 0.0181 -0.9938 0.0027 -0.5627 0.0207 2.2473 0.0106 2.8100 0.0181 0.00286 1.018 
2457036.23469 -3.2194 0.0086 -3.7920 0.0153 -0.9954 0.0018 -0.5726 0.0176 2.2240 0.0087 2.7966 0.0154 0.00286 1.018 
2457036.23493 -3.2479 0.0091 -3.7931 0.0153 -0.9939 0.0019 -0.5452 0.0178 2.2540 0.0093 2.7992 0.0154 0.00286 1.018 
2457036.23517 -3.2325 0.0090 -3.8087 0.0155 -0.9948 0.0018 -0.5762 0.0179 2.2377 0.0091 2.8139 0.0156 0.00286 1.018 
2457036.23540 -3.2326 0.0089 -3.7832 0.0148 -0.9783 0.0018 -0.5506 0.0173 2.2543 0.0090 2.8049 0.0149 0.00286 1.018 
2457036.23563 -3.2188 0.0091 -3.7822 0.0145 -0.9869 0.0018 -0.5634 0.0171 2.2319 0.0092 2.7953 0.0146 0.00286 1.018 
2457036.23587 -3.2375 0.0088 -3.7996 0.0148 -0.9907 0.0018 -0.5621 0.0172 2.2468 0.0089 2.8089 0.0149 0.00286 1.018 
2457036.23611 -3.2246 0.0090 -3.7800 0.0149 -0.9769 0.0018 -0.5554 0.0174 2.2477 0.0091 2.8031 0.0150 0.00286 1.018 
2457036.23635 -3.2254 0.0089 -3.8063 0.0151 -0.9867 0.0018 -0.5809 0.0175 2.2387 0.0090 2.8196 0.0152 0.00286 1.018 
2457036.23658 -3.2120 0.0090 -3.7941 0.0151 -0.9725 0.0018 -0.5821 0.0176 2.2395 0.0091 2.8216 0.0152 0.00286 1.017 
2457036.23682 -3.2158 0.0086 99.9999 9.9999 -0.9888 0.0018 99.9999 9.9999 2.2270 0.0087 99.9999 9.9999 0.00286 1.017 
2457036.23705 -3.2233 0.0090 -3.7718 0.0148 -0.9803 0.0018 -0.5485 0.0173 2.2430 0.0091 2.7915 0.0149 0.00286 1.017 
2457036.23730 -3.2149 0.0088 -3.7807 0.0149 -0.9688 0.0018 -0.5658 0.0173 2.2461 0.0089 2.8119 0.0150 0.00286 1.017 
2457036.23753 -3.2026 0.0087 -3.7774 0.0146 -0.9673 0.0018 -0.5748 0.0170 2.2353 0.0088 2.8101 0.0147 0.00286 1.017 
2457036.23777 -3.2166 0.0089 -3.7745 0.0146 -0.9820 0.0018 -0.5579 0.0171 2.2346 0.0090 2.7925 0.0147 0.00286 1.017 
2457036.23800 -3.2010 0.0088 -3.7544 0.0147 -0.9635 0.0018 -0.5534 0.0171 2.2375 0.0089 2.7909 0.0148 0.00286 1.017 
2457036.23824 -3.1995 0.0090 -3.7662 0.0150 -0.9637 0.0018 -0.5667 0.0175 2.2358 0.0091 2.8025 0.0151 0.00286 1.017 
2457036.23848 -3.2066 0.0093 -3.7619 0.0148 -0.9671 0.0018 -0.5553 0.0175 2.2395 0.0094 2.7948 0.0149 0.00286 1.016 
2457036.23871 -3.2009 0.0090 -3.7709 0.0153 -0.9582 0.0019 -0.5700 0.0178 2.2427 0.0092 2.8127 0.0154 0.00286 1.016 
2457036.23895 -3.1940 0.0090 -3.7481 0.0144 -0.9497 0.0018 -0.5541 0.0170 2.2443 0.0091 2.7984 0.0145 0.00286 1.016 
2457036.23918 -3.1977 0.0088 -3.7745 0.0149 -0.9589 0.0018 -0.5768 0.0173 2.2388 0.0089 2.8156 0.0150 0.00286 1.016 
2457036.23942 -3.2079 0.0091 -3.7682 0.0146 -0.9574 0.0018 -0.5603 0.0172 2.2505 0.0092 2.8108 0.0147 0.00286 1.016 
2457036.23966 -3.1813 0.0089 -3.7426 0.0144 -0.9556 0.0018 -0.5613 0.0169 2.2257 0.0090 2.7870 0.0145 0.00286 1.016 
2457036.23989 -3.1954 0.0090 -3.7441 0.0148 -0.9424 0.0018 -0.5487 0.0173 2.2530 0.0091 2.8017 0.0149 0.00286 1.016 
2457036.24013 -3.1810 0.0089 -3.7671 0.0148 -0.9420 0.0018 -0.5861 0.0173 2.2390 0.0090 2.8251 0.0149 0.00286 1.016 
2457036.24037 -3.1757 0.0088 -3.7530 0.0152 -0.9397 0.0018 -0.5773 0.0176 2.2360 0.0089 2.8133 0.0153 0.00286 1.016 
2457036.24061 -3.1758 0.0088 -3.7565 0.0151 -0.9395 0.0018 -0.5807 0.0175 2.2363 0.0089 2.8170 0.0152 0.00286 1.016 
2457036.24084 -3.1780 0.0090 -3.7361 0.0145 -0.9369 0.0018 -0.5581 0.0171 2.2411 0.0091 2.7992 0.0146 0.00286 1.015 
2457036.24108 -3.1709 0.0087 -3.7464 0.0147 -0.9447 0.0018 -0.5755 0.0171 2.2262 0.0088 2.8017 0.0148 0.00286 1.015 
2457036.24131 -3.1860 0.0092 -3.7496 0.0152 -0.9409 0.0019 -0.5636 0.0178 2.2451 0.0094 2.8087 0.0153 0.00286 1.015 
2457036.24155 -3.1706 0.0090 -3.7434 0.0155 -0.9335 0.0018 -0.5728 0.0179 2.2371 0.0091 2.8099 0.0156 0.00286 1.015 
2457036.24179 -3.1735 0.0088 -3.7378 0.0144 -0.9409 0.0018 -0.5643 0.0169 2.2326 0.0089 2.7969 0.0145 0.00286 1.015 
2457036.24203 -3.1623 0.0086 -3.7258 0.0145 -0.9455 0.0018 -0.5635 0.0169 2.2168 0.0087 2.7803 0.0146 0.00286 1.015 
2457036.24226 -3.1618 0.0085 -3.7456 0.0145 -0.9287 0.0018 -0.5838 0.0168 2.2331 0.0086 2.8169 0.0146 0.00286 1.015 
2457036.24251 -3.1721 0.0090 -3.7451 0.0153 -0.9262 0.0018 -0.5730 0.0178 2.2459 0.0091 2.8189 0.0154 0.00286 1.015 
2457036.24274 -3.1727 0.0090 -3.7370 0.0147 -0.9240 0.0018 -0.5643 0.0172 2.2487 0.0091 2.8130 0.0148 0.00286 1.015 
2457036.24297 -3.1347 0.0086 -3.7451 0.0146 -0.9206 0.0018 -0.6104 0.0169 2.2141 0.0087 2.8245 0.0147 0.00286 1.015 
2457036.24321 -3.1712 0.0089 -3.7367 0.0146 -0.9284 0.0018 -0.5655 0.0171 2.2428 0.0090 2.8083 0.0147 0.00286 1.015 
2457036.24344 -3.1695 0.0090 -3.7467 0.0149 -0.9224 0.0018 -0.5772 0.0174 2.2471 0.0091 2.8243 0.0150 0.00286 1.014 
2457036.24369 -3.1687 0.0090 -3.7221 0.0150 -0.9225 0.0018 -0.5534 0.0175 2.2462 0.0091 2.7996 0.0151 0.00286 1.014 
2457036.24392 -3.1426 0.0087 -3.7319 0.0153 -0.9229 0.0018 -0.5893 0.0176 2.2197 0.0088 2.8090 0.0154 0.00286 1.014 
2457036.24416 -3.1441 0.0091 -3.7080 0.0147 -0.9155 0.0018 -0.5639 0.0173 2.2286 0.0092 2.7925 0.0148 0.00286 1.014 
2457036.24439 -3.1576 0.0087 -3.7191 0.0150 -0.9226 0.0018 -0.5615 0.0173 2.2350 0.0088 2.7965 0.0151 0.00286 1.014 
2457036.24463 -3.1407 0.0086 -3.7393 0.0149 -0.8997 0.0018 -0.5986 0.0172 2.2410 0.0087 2.8396 0.0150 0.00286 1.014 
2457036.24487 -3.1513 0.0091 -3.7310 0.0156 -0.9124 0.0019 -0.5797 0.0181 2.2389 0.0093 2.8186 0.0157 0.00286 1.014 
2457036.24511 -3.1592 0.0088 -3.7118 0.0144 -0.9202 0.0018 -0.5526 0.0169 2.2390 0.0089 2.7916 0.0145 0.00286 1.014 
2457036.24534 -3.1490 0.0089 -3.7079 0.0147 -0.8990 0.0018 -0.5589 0.0172 2.2500 0.0090 2.8089 0.0148 0.00286 1.014 
2457036.24558 -3.1450 0.0090 -3.6986 0.0148 -0.8956 0.0018 -0.5536 0.0173 2.2494 0.0091 2.8030 0.0149 0.00286 1.014 
2457036.24582 -3.1579 0.0090 -3.7017 0.0142 -0.9005 0.0018 -0.5438 0.0168 2.2574 0.0091 2.8012 0.0143 0.00286 1.014 
2457036.24606 -3.1348 0.0087 -3.7211 0.0151 -0.9073 0.0018 -0.5863 0.0174 2.2275 0.0088 2.8138 0.0152 0.00286 1.014 
2457036.24629 -3.1393 0.0087 -3.7007 0.0143 -0.9139 0.0018 -0.5614 0.0167 2.2254 0.0088 2.7868 0.0144 0.00286 1.013 
2457036.24653 -3.1356 0.0093 -3.6789 0.0144 -0.8839 0.0019 -0.5433 0.0171 2.2517 0.0095 2.7950 0.0145 0.00286 1.013 
2457036.24676 -3.1425 0.0088 -3.6930 0.0152 -0.8997 0.0018 -0.5505 0.0176 2.2428 0.0089 2.7933 0.0153 0.00286 1.013 
2457036.24701 -3.1221 0.0087 -3.6808 0.0140 -0.8916 0.0018 -0.5587 0.0165 2.2305 0.0088 2.7892 0.0141 0.00286 1.013 
2457036.24724 -3.1366 0.0090 -3.6836 0.0147 -0.8925 0.0018 -0.5470 0.0172 2.2441 0.0091 2.7911 0.0148 0.00286 1.013 
2457036.24747 -3.1335 0.0088 -3.6890 0.0150 -0.8818 0.0018 -0.5555 0.0174 2.2517 0.0089 2.8072 0.0151 0.00286 1.013 
2457036.24771 -3.1315 0.0090 -3.6886 0.0147 -0.8884 0.0018 -0.5571 0.0172 2.2431 0.0091 2.8002 0.0148 0.00286 1.013 
2457036.24795 -3.1234 0.0090 -3.6964 0.0145 -0.8887 0.0018 -0.5730 0.0171 2.2347 0.0091 2.8077 0.0146 0.00285 1.013 
2457036.24818 -3.1205 0.0090 -3.6910 0.0148 -0.8743 0.0018 -0.5705 0.0173 2.2462 0.0091 2.8167 0.0149 0.00285 1.013 
2457036.24842 -3.1172 0.0094 -3.6686 0.0156 -0.8758 0.0019 -0.5514 0.0182 2.2414 0.0096 2.7928 0.0157 0.00285 1.013 
2457036.24865 -3.1357 0.0093 -3.6826 0.0147 -0.8881 0.0018 -0.5469 0.0174 2.2476 0.0094 2.7945 0.0148 0.00285 1.013 
2457036.24890 -3.1121 0.0085 -3.6725 0.0150 -0.8666 0.0018 -0.5604 0.0172 2.2455 0.0086 2.8059 0.0151 0.00285 1.013 
2457036.24913 -3.1225 0.0088 -3.6913 0.0146 -0.8775 0.0018 -0.5688 0.0170 2.2450 0.0089 2.8138 0.0147 0.00285 1.013 
2457036.24936 -3.1055 0.0086 -3.6819 0.0149 -0.8702 0.0018 -0.5764 0.0172 2.2353 0.0087 2.8117 0.0150 0.00285 1.013 
2457036.24960 -3.1074 0.0090 -3.6876 0.0148 -0.8662 0.0018 -0.5802 0.0173 2.2412 0.0091 2.8214 0.0149 0.00285 1.013 
2457036.24984 -3.0943 0.0089 -3.6668 0.0146 -0.8683 0.0018 -0.5725 0.0171 2.2260 0.0090 2.7985 0.0147 0.00285 1.013 
2457036.25007 -3.1246 0.0090 -3.6926 0.0154 -0.8744 0.0018 -0.5680 0.0178 2.2502 0.0091 2.8182 0.0155 0.00285 1.012 
2457036.25031 -3.0927 0.0086 -3.6489 0.0146 -0.8609 0.0018 -0.5562 0.0169 2.2318 0.0087 2.7880 0.0147 0.00285 1.012 
2457036.25055 -3.1206 0.0089 -3.6744 0.0147 -0.8776 0.0018 -0.5538 0.0172 2.2430 0.0090 2.7968 0.0148 0.00285 1.012 
2457036.25078 -3.0985 0.0087 -3.6714 0.0143 -0.8697 0.0018 -0.5729 0.0167 2.2288 0.0088 2.8017 0.0144 0.00285 1.012 
2457036.25102 -3.0840 0.0089 -3.6677 0.0139 -0.8500 0.0018 -0.5837 0.0165 2.2340 0.0090 2.8177 0.0140 0.00285 1.012 
2457036.25126 -3.1249 0.0088 -3.6684 0.0145 -0.8654 0.0017 -0.5435 0.0170 2.2595 0.0089 2.8030 0.0146 0.00285 1.012 
2457036.25150 -3.0923 0.0088 -3.6510 0.0143 -0.8538 0.0018 -0.5587 0.0168 2.2385 0.0089 2.7972 0.0144 0.00285 1.012 
2457036.25173 -3.1033 0.0088 -3.6622 0.0154 -0.8502 0.0018 -0.5589 0.0177 2.2531 0.0089 2.8120 0.0155 0.00285 1.012 
2457036.25197 -3.0940 0.0084 -3.6596 0.0142 -0.8619 0.0018 -0.5656 0.0165 2.2321 0.0086 2.7977 0.0143 0.00285 1.012 
2457036.25220 -3.0965 0.0089 -3.6324 0.0144 -0.8508 0.0017 -0.5359 0.0169 2.2457 0.0090 2.7816 0.0145 0.00285 1.012 
2457036.25245 -3.0984 0.0086 -3.6481 0.0144 -0.8551 0.0018 -0.5497 0.0168 2.2433 0.0087 2.7930 0.0145 0.00285 1.012 
2457036.25268 -3.0823 0.0088 -3.6431 0.0148 -0.8506 0.0018 -0.5608 0.0172 2.2317 0.0089 2.7925 0.0149 0.00285 1.012 
2457036.25292 -3.0874 0.0090 -3.6316 0.0144 -0.8452 0.0018 -0.5442 0.0170 2.2422 0.0091 2.7864 0.0145 0.00285 1.012 
2457036.25315 -3.0859 0.0088 -3.6639 0.0154 -0.8436 0.0018 -0.5780 0.0177 2.2423 0.0089 2.8203 0.0155 0.00285 1.012 
2457036.25338 -3.0812 0.0088 -3.6605 0.0149 -0.8401 0.0018 -0.5793 0.0173 2.2411 0.0089 2.8204 0.0150 0.00285 1.012 
2457036.25363 -3.0726 0.0087 -3.6625 0.0151 -0.8375 0.0018 -0.5899 0.0174 2.2351 0.0088 2.8250 0.0152 0.00285 1.012 
2457036.25386 -3.0799 0.0087 -3.6412 0.0144 -0.8299 0.0018 -0.5613 0.0168 2.2500 0.0088 2.8113 0.0145 0.00285 1.012 
2457036.25410 -3.0682 0.0087 -3.6415 0.0150 -0.8279 0.0018 -0.5733 0.0173 2.2403 0.0088 2.8136 0.0151 0.00285 1.012 
2457036.25433 -3.0828 0.0089 -3.6593 0.0154 -0.8292 0.0018 -0.5765 0.0178 2.2536 0.0090 2.8301 0.0155 0.00285 1.012 
2457036.25458 -3.0603 0.0090 -3.6391 0.0147 -0.8182 0.0018 -0.5788 0.0172 2.2421 0.0091 2.8209 0.0148 0.00285 1.012 
2457036.25481 -3.0774 0.0089 -3.6519 0.0154 -0.8309 0.0018 -0.5745 0.0178 2.2465 0.0090 2.8210 0.0155 0.00285 1.012 
2457036.25505 -3.0689 0.0088 -3.6367 0.0149 -0.8245 0.0018 -0.5678 0.0173 2.2444 0.0089 2.8122 0.0150 0.00285 1.012 
2457036.25528 -3.0608 0.0087 -3.6439 0.0148 -0.8259 0.0018 -0.5831 0.0172 2.2349 0.0088 2.8180 0.0149 0.00285 1.012 
2457036.25553 -3.0747 0.0092 -3.6275 0.0144 -0.8287 0.0018 -0.5528 0.0171 2.2460 0.0093 2.7988 0.0145 0.00285 1.012 
2457036.25576 -3.0443 0.0086 -3.6269 0.0145 -0.8084 0.0018 -0.5826 0.0169 2.2359 0.0087 2.8185 0.0146 0.00285 1.012 
2457036.25600 -3.0504 0.0087 -3.6428 0.0145 -0.8204 0.0018 -0.5924 0.0169 2.2300 0.0088 2.8224 0.0146 0.00285 1.012 
2457036.25623 -3.0417 0.0091 -3.6197 0.0145 -0.8181 0.0018 -0.5780 0.0171 2.2236 0.0092 2.8016 0.0146 0.00285 1.011 
2457036.25648 -3.0470 0.0087 -3.6336 0.0148 -0.8123 0.0018 -0.5866 0.0172 2.2347 0.0088 2.8213 0.0149 0.00285 1.011 
2457036.25671 -3.0409 0.0084 -3.6402 0.0154 -0.8112 0.0018 -0.5993 0.0175 2.2297 0.0086 2.8290 0.0155 0.00285 1.011 
2457036.25694 -3.0552 0.0087 -3.6217 0.0149 -0.8181 0.0018 -0.5665 0.0173 2.2371 0.0088 2.8036 0.0150 0.00285 1.011 
2457036.25718 -3.0612 0.0091 -3.6197 0.0154 -0.8160 0.0018 -0.5585 0.0179 2.2452 0.0092 2.8037 0.0155 0.00285 1.011 
2457036.25741 -3.0454 0.0088 -3.6351 0.0149 -0.8146 0.0018 -0.5897 0.0173 2.2308 0.0089 2.8205 0.0150 0.00285 1.011 
2457036.25766 -3.0497 0.0088 -3.6036 0.0141 -0.8054 0.0018 -0.5539 0.0166 2.2443 0.0089 2.7982 0.0142 0.00285 1.011 
2457036.25789 -3.0486 0.0087 -3.6090 0.0145 -0.8171 0.0018 -0.5604 0.0169 2.2315 0.0088 2.7919 0.0146 0.00285 1.011 
2457036.25812 -3.0446 0.0088 -3.6046 0.0150 -0.8018 0.0018 -0.5600 0.0174 2.2428 0.0089 2.8028 0.0151 0.00285 1.011 
2457036.25836 -3.0472 0.0093 -3.6007 0.0147 -0.8076 0.0018 -0.5535 0.0174 2.2396 0.0094 2.7931 0.0148 0.00285 1.011 
2457036.25861 -3.0504 0.0089 -3.6244 0.0154 -0.8093 0.0018 -0.5740 0.0178 2.2411 0.0090 2.8151 0.0155 0.00285 1.011 
2457036.25884 -3.0400 0.0088 -3.6071 0.0142 -0.8046 0.0018 -0.5671 0.0167 2.2354 0.0089 2.8025 0.0143 0.00285 1.011 
2457036.25908 -3.0290 0.0088 -3.5848 0.0144 -0.7903 0.0018 -0.5558 0.0169 2.2387 0.0089 2.7945 0.0145 0.00285 1.011 
2457036.25931 -3.0383 0.0090 -3.5989 0.0147 -0.7976 0.0018 -0.5606 0.0172 2.2407 0.0091 2.8013 0.0148 0.00285 1.011 
2457036.25955 -3.0405 0.0092 -3.6239 0.0148 -0.7957 0.0018 -0.5834 0.0174 2.2448 0.0093 2.8282 0.0149 0.00285 1.011 
2457036.25979 -3.0310 0.0095 -3.6078 0.0154 -0.7835 0.0020 -0.5768 0.0180 2.2475 0.0096 2.8243 0.0155 0.00285 1.011 
2457036.26003 -3.0269 0.0093 -3.5857 0.0147 -0.7838 0.0018 -0.5588 0.0174 2.2431 0.0094 2.8019 0.0148 0.00285 1.011 
2457036.26534 -2.9654 0.0265 -3.5873 0.0441 -0.6680 0.0043 -0.6219 0.0513 2.2974 0.0267 2.9193 0.0442 0.00285 1.011 
2457036.26557 -2.9235 0.0097 -3.4930 0.0149 -0.6915 0.0019 -0.5695 0.0177 2.2320 0.0097 2.8015 0.0150 0.00285 1.011 
2457036.26582 -2.9341 0.0096 -3.5122 0.0154 -0.6900 0.0019 -0.5781 0.0181 2.2441 0.0096 2.8222 0.0155 0.00285 1.011 
2457036.26629 -2.9201 0.0091 -3.5088 0.0150 -0.6931 0.0017 -0.5887 0.0175 2.2270 0.0092 2.8157 0.0151 0.00285 1.011 
2457036.26652 -2.9319 0.0093 -3.5015 0.0152 -0.6867 0.0019 -0.5696 0.0178 2.2452 0.0093 2.8148 0.0153 0.00285 1.011 
2457036.26676 -2.9175 0.0095 -3.4968 0.0151 -0.7010 0.0019 -0.5793 0.0178 2.2165 0.0095 2.7958 0.0152 0.00285 1.011 
2457036.26701 -2.9312 0.0092 -3.4993 0.0149 -0.6864 0.0019 -0.5681 0.0175 2.2448 0.0092 2.8129 0.0150 0.00285 1.012 
2457036.26724 -2.9288 0.0094 -3.5233 0.0162 -0.6840 0.0019 -0.5945 0.0187 2.2448 0.0094 2.8393 0.0163 0.00285 1.012 
2457036.26748 -2.9251 0.0092 -3.5158 0.0159 -0.6964 0.0019 -0.5907 0.0183 2.2287 0.0092 2.8194 0.0160 0.00285 1.012 
2457036.26771 -2.9298 0.0096 -3.4984 0.0153 -0.6793 0.0019 -0.5686 0.0180 2.2505 0.0096 2.8191 0.0154 0.00285 1.012 
2457036.26795 -2.9254 0.0095 -3.4900 0.0148 -0.6852 0.0019 -0.5646 0.0175 2.2402 0.0095 2.8048 0.0149 0.00285 1.012 
2457036.26819 -2.9177 0.0091 -3.4885 0.0154 -0.6744 0.0019 -0.5708 0.0178 2.2433 0.0091 2.8141 0.0155 0.00285 1.012 
2457036.26843 -2.9155 0.0093 -3.4977 0.0156 -0.6699 0.0019 -0.5822 0.0181 2.2456 0.0093 2.8278 0.0157 0.00285 1.012 
2457036.26866 -2.9170 0.0099 -3.4961 0.0155 -0.6792 0.0019 -0.5791 0.0183 2.2378 0.0099 2.8169 0.0156 0.00285 1.012 
2457036.26891 -2.9166 0.0094 -3.4991 0.0161 -0.6722 0.0019 -0.5825 0.0186 2.2444 0.0094 2.8269 0.0162 0.00285 1.012 
2457036.26914 -2.9095 0.0094 -3.4945 0.0153 -0.6651 0.0019 -0.5850 0.0179 2.2444 0.0094 2.8294 0.0154 0.00285 1.012 
2457036.26938 -2.9033 0.0093 -3.4671 0.0145 -0.6651 0.0019 -0.5638 0.0172 2.2382 0.0093 2.8020 0.0146 0.00285 1.012 
2457036.26961 -2.9193 0.0094 -3.4860 0.0152 -0.6714 0.0019 -0.5667 0.0178 2.2479 0.0094 2.8146 0.0153 0.00285 1.012 
2457036.26986 -2.9205 0.0093 -3.4841 0.0149 -0.6729 0.0019 -0.5636 0.0175 2.2476 0.0093 2.8112 0.0150 0.00285 1.012 
2457036.27009 -2.9054 0.0091 -3.4709 0.0149 -0.6575 0.0019 -0.5655 0.0174 2.2479 0.0091 2.8134 0.0150 0.00285 1.012 
2457036.27033 -2.9094 0.0096 -3.4784 0.0150 -0.6639 0.0019 -0.5690 0.0178 2.2455 0.0096 2.8145 0.0151 0.00285 1.012 
2457036.27057 -2.9019 0.0094 -3.4751 0.0151 -0.6540 0.0019 -0.5732 0.0177 2.2479 0.0094 2.8211 0.0152 0.00285 1.012 
2457036.27080 -2.9136 0.0094 -3.4828 0.0157 -0.6666 0.0019 -0.5692 0.0182 2.2470 0.0094 2.8162 0.0158 0.00285 1.012 
2457036.27104 -2.9002 0.0095 -3.4885 0.0152 -0.6602 0.0019 -0.5883 0.0179 2.2400 0.0095 2.8283 0.0153 0.00285 1.012 
2457036.27128 -2.9193 0.0094 -3.4606 0.0154 -0.6635 0.0018 -0.5413 0.0180 2.2558 0.0094 2.7971 0.0155 0.00285 1.012 
2457036.27151 -2.8921 0.0092 -3.4649 0.0153 -0.6617 0.0019 -0.5728 0.0178 2.2304 0.0092 2.8032 0.0154 0.00285 1.012 
2457036.27175 -2.8891 0.0094 -3.4729 0.0148 -0.6428 0.0018 -0.5838 0.0175 2.2463 0.0094 2.8301 0.0149 0.00285 1.012 
2457036.27200 -2.8878 0.0095 -3.4863 0.0156 -0.6563 0.0019 -0.5985 0.0182 2.2315 0.0095 2.8300 0.0157 0.00285 1.012 
2457036.27223 -2.9072 0.0095 -3.4507 0.0152 -0.6522 0.0019 -0.5435 0.0179 2.2550 0.0095 2.7985 0.0153 0.00285 1.012 
2457036.27247 -2.9003 0.0091 -3.4703 0.0154 -0.6586 0.0019 -0.5700 0.0178 2.2417 0.0091 2.8117 0.0155 0.00285 1.012 
2457036.27270 -2.8947 0.0091 -3.4776 0.0156 -0.6419 0.0018 -0.5829 0.0180 2.2528 0.0091 2.8357 0.0157 0.00285 1.012 
2457036.27295 -2.8806 0.0093 -3.4614 0.0150 -0.6443 0.0019 -0.5808 0.0176 2.2363 0.0093 2.8171 0.0151 0.00285 1.013 
2457036.27318 -2.8848 0.0093 -3.4678 0.0156 -0.6488 0.0018 -0.5830 0.0181 2.2360 0.0093 2.8190 0.0157 0.00285 1.013 
2457036.27342 -2.8774 0.0093 -3.4485 0.0147 -0.6431 0.0019 -0.5711 0.0173 2.2343 0.0093 2.8054 0.0148 0.00285 1.013 
2457036.27365 -2.8802 0.0091 -3.4595 0.0152 -0.6294 0.0018 -0.5793 0.0177 2.2508 0.0091 2.8301 0.0153 0.00285 1.013 
2457036.27390 -2.8901 0.0094 -3.4611 0.0158 -0.6558 0.0019 -0.5710 0.0183 2.2343 0.0094 2.8053 0.0159 0.00285 1.013 
2457036.27413 -2.8754 0.0091 -3.4730 0.0154 -0.6329 0.0019 -0.5976 0.0178 2.2425 0.0091 2.8401 0.0155 0.00285 1.013 
2457036.27437 -2.8895 0.0095 -3.4653 0.0152 -0.6438 0.0018 -0.5758 0.0179 2.2457 0.0095 2.8215 0.0153 0.00285 1.013 
2457036.27460 -2.8731 0.0095 -3.4486 0.0147 -0.6260 0.0019 -0.5755 0.0174 2.2471 0.0095 2.8226 0.0148 0.00285 1.013 
2457036.27484 -2.8723 0.0092 -3.4549 0.0151 -0.6306 0.0019 -0.5826 0.0176 2.2417 0.0092 2.8243 0.0152 0.00285 1.013 
2457036.27507 -2.8589 0.0093 -3.4518 0.0149 -0.6281 0.0018 -0.5929 0.0175 2.2308 0.0093 2.8237 0.0150 0.00285 1.013 
2457036.27532 -2.8787 0.0094 -3.4397 0.0150 -0.6324 0.0018 -0.5610 0.0176 2.2463 0.0094 2.8073 0.0151 0.00285 1.013 
2457036.27555 -2.8716 0.0094 -3.4374 0.0147 -0.6445 0.0019 -0.5658 0.0174 2.2271 0.0094 2.7929 0.0148 0.00285 1.013 
2457036.27579 -2.8709 0.0094 -3.4415 0.0150 -0.6372 0.0018 -0.5706 0.0176 2.2337 0.0094 2.8043 0.0151 0.00285 1.013 
2457036.27602 -2.8644 0.0093 -3.4579 0.0154 -0.6203 0.0019 -0.5935 0.0179 2.2441 0.0093 2.8376 0.0155 0.00285 1.013 
2457036.27627 -2.8733 0.0095 -3.4520 0.0147 -0.6245 0.0018 -0.5787 0.0174 2.2488 0.0095 2.8275 0.0148 0.00285 1.013 
2457036.27650 -2.8638 0.0093 -3.4434 0.0152 -0.6253 0.0019 -0.5796 0.0178 2.2385 0.0093 2.8181 0.0153 0.00285 1.013 
2457036.27674 -2.8665 0.0092 -3.4497 0.0156 -0.6291 0.0019 -0.5832 0.0181 2.2374 0.0092 2.8206 0.0157 0.00285 1.014 
2457036.27697 -2.8798 0.0092 -3.4558 0.0150 -0.6361 0.0019 -0.5760 0.0175 2.2437 0.0092 2.8197 0.0151 0.00285 1.014 
2457036.27721 -2.8541 0.0092 -3.4432 0.0150 -0.6227 0.0018 -0.5891 0.0175 2.2314 0.0092 2.8205 0.0151 0.00285 1.014 
2457036.27745 -2.8491 0.0093 -3.4265 0.0152 -0.6252 0.0019 -0.5774 0.0178 2.2239 0.0093 2.8013 0.0153 0.00285 1.014 
2457036.27768 -2.8681 0.0094 -3.4309 0.0150 -0.6153 0.0019 -0.5628 0.0176 2.2528 0.0094 2.8156 0.0151 0.00285 1.014 
2457036.27792 -2.8598 0.0094 -3.4113 0.0144 -0.6232 0.0018 -0.5515 0.0171 2.2366 0.0094 2.7881 0.0145 0.00285 1.014 
2457036.27815 -2.8691 0.0094 -3.4468 0.0148 -0.6257 0.0018 -0.5777 0.0175 2.2434 0.0094 2.8211 0.0149 0.00285 1.014 
