JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 7, Filter: R, JD: geocentric
2457036.27840 -2.8673 0.0092 -3.4372 0.0154 -0.6181 0.0018 -0.5699 0.0179 2.2492 0.0092 2.8191 0.0155 0.00285 1.014 
2457036.27863 -2.8498 0.0092 -3.4383 0.0152 -0.6193 0.0019 -0.5885 0.0177 2.2305 0.0092 2.8190 0.0153 0.00285 1.014 
2457036.27886 -2.8638 0.0096 -3.4426 0.0148 -0.6155 0.0019 -0.5788 0.0176 2.2483 0.0096 2.8271 0.0149 0.00285 1.014 
2457036.27910 -2.8419 0.0093 -3.4328 0.0154 -0.6159 0.0019 -0.5909 0.0179 2.2260 0.0093 2.8169 0.0155 0.00285 1.014 
2457036.27933 -2.8532 0.0089 -3.4255 0.0152 -0.6212 0.0019 -0.5723 0.0176 2.2320 0.0089 2.8043 0.0153 0.00285 1.014 
2457036.27957 -2.8510 0.0092 -3.4435 0.0154 -0.6126 0.0019 -0.5925 0.0179 2.2384 0.0092 2.8309 0.0155 0.00285 1.014 
2457036.27981 -2.8583 0.0092 -3.4263 0.0152 -0.6123 0.0019 -0.5680 0.0177 2.2460 0.0092 2.8140 0.0153 0.00285 1.015 
2457036.28004 -2.8565 0.0094 -3.4331 0.0149 -0.6101 0.0019 -0.5766 0.0176 2.2464 0.0094 2.8230 0.0150 0.00285 1.015 
2457036.28028 -2.8567 0.0093 -3.4163 0.0145 -0.6172 0.0019 -0.5596 0.0172 2.2395 0.0093 2.7991 0.0146 0.00285 1.015 
2457036.28052 -2.8471 0.0094 -3.4168 0.0153 -0.6097 0.0019 -0.5697 0.0179 2.2374 0.0094 2.8071 0.0154 0.00285 1.015 
2457036.28075 -2.8512 0.0092 -3.4313 0.0153 -0.6135 0.0019 -0.5801 0.0178 2.2377 0.0092 2.8178 0.0154 0.00285 1.015 
2457036.28098 -2.8564 0.0095 -3.4152 0.0145 -0.6106 0.0019 -0.5588 0.0173 2.2458 0.0095 2.8046 0.0146 0.00285 1.015 
2457036.28122 -2.8353 0.0092 -3.3955 0.0144 -0.6000 0.0019 -0.5602 0.0170 2.2353 0.0092 2.7955 0.0145 0.00285 1.015 
2457036.28145 -2.8534 0.0092 -3.4056 0.0147 -0.6049 0.0019 -0.5522 0.0173 2.2485 0.0092 2.8007 0.0148 0.00285 1.015 
2457036.28193 -2.8369 0.0091 -3.4135 0.0146 -0.6041 0.0018 -0.5766 0.0172 2.2328 0.0091 2.8094 0.0147 0.00285 1.015 
2457036.28216 -2.8286 0.0092 -3.4161 0.0151 -0.6050 0.0019 -0.5875 0.0176 2.2236 0.0092 2.8111 0.0152 0.00285 1.015 
2457036.28239 -2.8335 0.0089 -3.4251 0.0151 -0.6091 0.0018 -0.5916 0.0175 2.2244 0.0089 2.8160 0.0152 0.00285 1.016 
2457036.28263 -2.8369 0.0093 -3.3841 0.0147 -0.6037 0.0019 -0.5472 0.0173 2.2332 0.0093 2.7804 0.0148 0.00285 1.016 
2457036.28287 -2.8301 0.0095 -3.4131 0.0149 -0.6018 0.0018 -0.5830 0.0176 2.2283 0.0095 2.8113 0.0150 0.00285 1.016 
2457036.28310 -2.8411 0.0094 -3.4304 0.0157 -0.6005 0.0018 -0.5893 0.0182 2.2406 0.0094 2.8299 0.0158 0.00285 1.016 
2457036.28334 -2.8466 0.0097 -3.4146 0.0154 -0.5969 0.0018 -0.5680 0.0181 2.2497 0.0097 2.8177 0.0155 0.00285 1.016 
2457036.28357 -2.8477 0.0096 -3.4067 0.0149 -0.6094 0.0018 -0.5590 0.0177 2.2383 0.0096 2.7973 0.0150 0.00285 1.016 
2457036.28380 -2.8394 0.0093 -3.4118 0.0154 -0.6048 0.0019 -0.5724 0.0179 2.2346 0.0093 2.8070 0.0155 0.00285 1.016 
2457036.28405 -2.8353 0.0094 -3.4003 0.0153 -0.5949 0.0018 -0.5650 0.0179 2.2404 0.0094 2.8054 0.0154 0.00285 1.016 
2457036.28428 -2.8505 0.0094 -3.4024 0.0149 -0.5954 0.0019 -0.5519 0.0176 2.2551 0.0094 2.8070 0.0150 0.00285 1.016 
2457036.28451 -2.8238 0.0093 -3.3841 0.0148 -0.5904 0.0019 -0.5603 0.0174 2.2334 0.0093 2.7937 0.0149 0.00285 1.016 
2457036.28475 -2.8366 0.0094 -3.4154 0.0151 -0.6009 0.0019 -0.5788 0.0177 2.2357 0.0094 2.8145 0.0152 0.00285 1.017 
2457036.28498 -2.8456 0.0095 -3.4118 0.0152 -0.5863 0.0018 -0.5662 0.0179 2.2593 0.0095 2.8255 0.0153 0.00285 1.017 
2457036.28523 -2.8389 0.0090 -3.4072 0.0151 -0.5979 0.0018 -0.5683 0.0175 2.2410 0.0090 2.8093 0.0152 0.00285 1.017 
2457036.28546 -2.8132 0.0093 -3.4179 0.0151 -0.5911 0.0019 -0.6047 0.0177 2.2221 0.0093 2.8268 0.0152 0.00285 1.017 
2457036.28569 -2.8449 0.0096 -3.4069 0.0150 -0.5907 0.0018 -0.5620 0.0178 2.2542 0.0096 2.8162 0.0151 0.00285 1.017 
2457036.28593 -2.8364 0.0093 -3.4115 0.0153 -0.5881 0.0018 -0.5751 0.0179 2.2483 0.0093 2.8234 0.0154 0.00285 1.017 
2457036.28616 -2.8328 0.0093 -3.4001 0.0149 -0.5826 0.0018 -0.5673 0.0175 2.2502 0.0093 2.8175 0.0150 0.00285 1.017 
2457036.28639 -2.8270 0.0094 -3.4203 0.0151 -0.5809 0.0018 -0.5933 0.0177 2.2461 0.0094 2.8394 0.0152 0.00285 1.017 
2457036.28664 -2.8402 0.0094 -3.3967 0.0147 -0.5845 0.0018 -0.5565 0.0174 2.2557 0.0094 2.8122 0.0148 0.00285 1.018 
2457036.28687 -2.8286 0.0093 -3.3970 0.0149 -0.5850 0.0018 -0.5684 0.0175 2.2436 0.0093 2.8120 0.0150 0.00285 1.018 
2457036.28711 -2.8217 0.0094 -3.3813 0.0152 -0.5852 0.0018 -0.5596 0.0178 2.2365 0.0094 2.7961 0.0153 0.00285 1.018 
2457036.28734 -2.8254 0.0094 -3.3915 0.0146 -0.5880 0.0018 -0.5661 0.0173 2.2374 0.0094 2.8035 0.0147 0.00285 1.018 
2457036.28759 -2.8315 0.0093 -3.3970 0.0144 -0.5902 0.0018 -0.5655 0.0171 2.2413 0.0093 2.8068 0.0145 0.00285 1.018 
2457036.28783 -2.8367 0.0094 -3.3869 0.0145 -0.5959 0.0019 -0.5502 0.0172 2.2408 0.0094 2.7910 0.0146 0.00285 1.018 
2457036.28806 -2.8300 0.0093 -3.3832 0.0150 -0.5802 0.0018 -0.5532 0.0176 2.2498 0.0093 2.8030 0.0151 0.00285 1.018 
2457036.28830 -2.8353 0.0095 -3.4121 0.0152 -0.5897 0.0018 -0.5768 0.0179 2.2456 0.0095 2.8224 0.0153 0.00285 1.018 
2457036.28855 -2.8222 0.0093 -3.4016 0.0154 99.9999 9.9999 -0.5794 0.0179 99.9999 9.9999 99.9999 9.9999 0.00285 1.019 
2457036.28878 -2.8300 0.0094 -3.3964 0.0144 -0.5796 0.0018 -0.5664 0.0171 2.2504 0.0094 2.8168 0.0145 0.00285 1.019 
2457036.28902 -2.8280 0.0093 -3.3794 0.0147 -0.5819 0.0018 -0.5514 0.0173 2.2461 0.0093 2.7975 0.0148 0.00285 1.019 
2457036.28925 -2.8305 0.0093 -3.4002 0.0146 -0.5888 0.0018 -0.5697 0.0173 2.2417 0.0093 2.8114 0.0147 0.00285 1.019 
2457036.28950 -2.8197 0.0093 -3.3840 0.0152 -0.5792 0.0019 -0.5643 0.0178 2.2405 0.0093 2.8048 0.0153 0.00285 1.019 
2457036.28973 -2.8281 0.0095 -3.3819 0.0145 -0.5734 0.0018 -0.5538 0.0173 2.2547 0.0095 2.8085 0.0146 0.00285 1.019 
2457036.28997 -2.8175 0.0092 -3.3999 0.0149 -0.5822 0.0018 -0.5824 0.0175 2.2353 0.0092 2.8177 0.0150 0.00285 1.019 
2457036.29020 -2.8352 0.0095 -3.4008 0.0148 -0.5724 0.0018 -0.5656 0.0175 2.2628 0.0095 2.8284 0.0149 0.00285 1.019 
2457036.29043 -2.8218 0.0091 -3.3975 0.0151 -0.5928 0.0018 -0.5757 0.0176 2.2290 0.0091 2.8047 0.0152 0.00285 1.020 
2457036.29068 -2.8127 0.0091 -3.3913 0.0150 -0.5796 0.0019 -0.5786 0.0175 2.2331 0.0091 2.8117 0.0151 0.00285 1.020 
2457036.29091 -2.8100 0.0091 -3.4039 0.0154 -0.5712 0.0018 -0.5939 0.0178 2.2388 0.0091 2.8327 0.0155 0.00285 1.020 
2457036.29114 -2.8129 0.0094 -3.3861 0.0151 -0.5828 0.0018 -0.5732 0.0177 2.2301 0.0094 2.8033 0.0152 0.00285 1.020 
2457036.29138 -2.8142 0.0094 -3.3875 0.0148 -0.5761 0.0018 -0.5733 0.0175 2.2381 0.0094 2.8114 0.0149 0.00285 1.020 
2457036.29162 -2.8093 0.0093 -3.4035 0.0156 -0.5762 0.0018 -0.5942 0.0181 2.2331 0.0093 2.8273 0.0157 0.00285 1.020 
2457036.29185 -2.8036 0.0093 -3.3606 0.0148 -0.5677 0.0018 -0.5570 0.0174 2.2359 0.0093 2.7929 0.0149 0.00285 1.020 
2457036.29209 -2.8156 0.0095 -3.3855 0.0149 -0.5744 0.0019 -0.5699 0.0176 2.2412 0.0095 2.8111 0.0150 0.00285 1.021 
2457036.29232 -2.8184 0.0093 -3.3881 0.0146 -0.5809 0.0018 -0.5697 0.0173 2.2375 0.0093 2.8072 0.0147 0.00285 1.021 
2457036.29255 -2.8104 0.0093 -3.3794 0.0148 -0.5837 0.0018 -0.5690 0.0174 2.2267 0.0093 2.7957 0.0149 0.00285 1.021 
2457036.29280 -2.8134 0.0092 -3.3745 0.0150 -0.5722 0.0018 -0.5611 0.0175 2.2412 0.0092 2.8023 0.0151 0.00285 1.021 
2457036.29303 -2.8216 0.0089 -3.3827 0.0146 -0.5627 0.0018 -0.5611 0.0170 2.2589 0.0089 2.8200 0.0147 0.00285 1.021 
2457036.29327 -2.8245 0.0094 -3.3796 0.0152 -0.5739 0.0018 -0.5551 0.0178 2.2506 0.0094 2.8057 0.0153 0.00285 1.021 
2457036.29350 -2.8067 0.0094 -3.3741 0.0148 -0.5756 0.0019 -0.5674 0.0175 2.2311 0.0094 2.7985 0.0149 0.00285 1.021 
2457036.29373 -2.8251 0.0093 -3.3888 0.0154 -0.5763 0.0018 -0.5637 0.0179 2.2488 0.0093 2.8125 0.0155 0.00285 1.022 
2457036.29398 -2.8077 0.0096 -3.3749 0.0148 -0.5716 0.0018 -0.5672 0.0176 2.2361 0.0096 2.8033 0.0149 0.00285 1.022 
2457036.29421 -2.8069 0.0094 -3.4001 0.0150 -0.5695 0.0018 -0.5932 0.0176 2.2374 0.0094 2.8306 0.0151 0.00285 1.022 
2457036.29444 -2.8147 0.0096 -3.3883 0.0152 -0.5736 0.0018 -0.5736 0.0179 2.2411 0.0096 2.8147 0.0153 0.00285 1.022 
2457036.29468 -2.8104 0.0091 -3.3838 0.0150 -0.5721 0.0018 -0.5734 0.0175 2.2383 0.0091 2.8117 0.0151 0.00285 1.022 
2457036.29491 -2.7885 0.0091 -3.3742 0.0150 -0.5679 0.0019 -0.5857 0.0175 2.2206 0.0091 2.8063 0.0151 0.00285 1.022 
2457036.29514 -2.8197 0.0094 -3.3771 0.0153 -0.5762 0.0018 -0.5574 0.0179 2.2435 0.0094 2.8009 0.0154 0.00285 1.023 
2457036.29539 -2.8255 0.0096 -3.3895 0.0153 -0.5680 0.0018 -0.5640 0.0180 2.2575 0.0096 2.8215 0.0154 0.00285 1.023 
2457036.29562 -2.8022 0.0094 -3.3844 0.0148 -0.5685 0.0019 -0.5822 0.0175 2.2337 0.0094 2.8159 0.0149 0.00285 1.023 
2457036.29585 -2.8288 0.0096 -3.3852 0.0151 -0.5689 0.0018 -0.5564 0.0178 2.2599 0.0096 2.8163 0.0152 0.00285 1.023 
2457036.29609 -2.8055 0.0093 -3.3993 0.0154 -0.5725 0.0018 -0.5938 0.0179 2.2330 0.0093 2.8268 0.0155 0.00285 1.023 
2457036.29633 -2.8145 0.0094 -3.3904 0.0145 -0.5776 0.0018 -0.5759 0.0172 2.2369 0.0094 2.8128 0.0146 0.00285 1.023 
2457036.29657 -2.8111 0.0095 -3.3734 0.0152 -0.5722 0.0018 -0.5623 0.0179 2.2389 0.0095 2.8012 0.0153 0.00285 1.024 
2457036.29680 -2.8025 0.0091 -3.3784 0.0150 -0.5708 0.0018 -0.5759 0.0175 2.2317 0.0091 2.8076 0.0151 0.00285 1.024 
2457036.29703 -2.8013 0.0095 -3.3803 0.0155 -0.5634 0.0018 -0.5790 0.0181 2.2379 0.0095 2.8169 0.0156 0.00285 1.024 
2457036.29727 -2.8195 0.0094 -3.3898 0.0149 -0.5712 0.0018 -0.5703 0.0176 2.2483 0.0094 2.8186 0.0150 0.00285 1.024 
2457036.29751 -2.7958 0.0095 -3.3531 0.0148 -0.5587 0.0019 -0.5573 0.0175 2.2371 0.0095 2.7944 0.0149 0.00285 1.024 
2457036.29774 -2.8063 0.0095 -3.3770 0.0146 99.9999 9.9999 -0.5707 0.0174 99.9999 9.9999 99.9999 9.9999 0.00285 1.024 
2457036.29798 -2.8007 0.0095 -3.3478 0.0153 -0.5547 0.0018 -0.5471 0.0180 2.2460 0.0095 2.7931 0.0154 0.00285 1.025 
2457036.29821 -2.8038 0.0093 -3.3722 0.0146 -0.5760 0.0018 -0.5684 0.0173 2.2278 0.0093 2.7962 0.0147 0.00285 1.025 
2457036.29844 -2.8101 0.0096 -3.3648 0.0147 -0.5659 0.0018 -0.5547 0.0175 2.2442 0.0096 2.7989 0.0148 0.00285 1.025 
2457036.29868 -2.8176 0.0093 -3.3788 0.0147 -0.5619 0.0019 -0.5612 0.0173 2.2557 0.0093 2.8169 0.0148 0.00285 1.025 
2457036.29892 -2.8138 0.0093 -3.3846 0.0152 -0.5713 0.0019 -0.5708 0.0178 2.2425 0.0093 2.8133 0.0153 0.00285 1.025 
2457036.29915 -2.8086 0.0093 -3.4108 0.0158 -0.5690 0.0018 -0.6022 0.0183 2.2396 0.0093 2.8418 0.0159 0.00285 1.025 
2457036.29938 -2.8097 0.0093 -3.3869 0.0151 -0.5626 0.0018 -0.5772 0.0177 2.2471 0.0093 2.8243 0.0152 0.00285 1.026 
2457036.29962 -2.8210 0.0092 -3.3846 0.0157 -0.5684 0.0019 -0.5636 0.0181 2.2526 0.0092 2.8162 0.0158 0.00285 1.026 
2457036.29985 -2.8111 0.0091 -3.3851 0.0154 -0.5614 0.0018 -0.5740 0.0178 2.2497 0.0091 2.8237 0.0155 0.00285 1.026 
2457036.30009 -2.8182 0.0096 -3.3869 0.0152 -0.5657 0.0018 -0.5687 0.0179 2.2525 0.0096 2.8212 0.0153 0.00285 1.026 
2457036.30033 -2.8190 0.0096 -3.3793 0.0151 -0.5690 0.0018 -0.5603 0.0178 2.2500 0.0096 2.8103 0.0152 0.00285 1.026 
2457036.30056 -2.7949 0.0094 -3.3861 0.0152 -0.5667 0.0019 -0.5912 0.0178 2.2282 0.0094 2.8194 0.0153 0.00285 1.027 
2457036.30079 -2.8042 0.0093 -3.3758 0.0155 -0.5648 0.0018 -0.5716 0.0180 2.2394 0.0093 2.8110 0.0156 0.00285 1.027 
2457036.30104 -2.8097 0.0095 -3.3713 0.0151 -0.5652 0.0018 -0.5616 0.0178 2.2445 0.0095 2.8061 0.0152 0.00285 1.027 
2457036.30127 -2.7973 0.0092 -3.3984 0.0156 -0.5607 0.0019 -0.6011 0.0181 2.2366 0.0092 2.8377 0.0157 0.00285 1.027 
2457036.30150 -2.8031 0.0093 -3.3659 0.0147 -0.5643 0.0018 -0.5628 0.0173 2.2388 0.0093 2.8016 0.0148 0.00285 1.027 
2457036.30174 -2.8159 0.0095 -3.3844 0.0152 -0.5689 0.0019 -0.5685 0.0179 2.2470 0.0095 2.8155 0.0153 0.00285 1.027 
2457036.30197 -2.8106 0.0092 -3.3782 0.0151 -0.5670 0.0019 -0.5676 0.0176 2.2436 0.0092 2.8112 0.0152 0.00285 1.028 
2457036.30221 -2.8033 0.0096 -3.3816 0.0149 -0.5689 0.0018 -0.5783 0.0177 2.2344 0.0096 2.8127 0.0150 0.00285 1.028 
2457036.30245 -2.8034 0.0093 -3.3764 0.0151 -0.5687 0.0018 -0.5730 0.0177 2.2347 0.0093 2.8077 0.0152 0.00285 1.028 
2457036.30268 -2.8087 0.0096 -3.4033 0.0154 -0.5733 0.0018 -0.5946 0.0181 2.2354 0.0096 2.8300 0.0155 0.00285 1.028 
2457036.30291 -2.8041 0.0093 -3.3735 0.0156 -0.5576 0.0018 -0.5694 0.0181 2.2465 0.0093 2.8159 0.0157 0.00285 1.028 
2457036.30315 -2.8084 0.0094 -3.3844 0.0153 -0.5582 0.0018 -0.5760 0.0179 2.2502 0.0094 2.8262 0.0154 0.00285 1.029 
2457036.30339 -2.8094 0.0095 -3.3666 0.0146 -0.5664 0.0018 -0.5572 0.0174 2.2430 0.0095 2.8002 0.0147 0.00285 1.029 
2457036.30362 -2.7987 0.0091 -3.3885 0.0154 -0.5592 0.0018 -0.5898 0.0178 2.2395 0.0091 2.8293 0.0155 0.00285 1.029 
2457036.30386 -2.8122 0.0095 -3.4022 0.0151 -0.5660 0.0018 -0.5900 0.0178 2.2462 0.0095 2.8362 0.0152 0.00285 1.029 
2457036.30409 -2.8269 0.0095 -3.3828 0.0156 -0.5584 0.0019 -0.5559 0.0182 2.2685 0.0095 2.8244 0.0157 0.00285 1.029 
2457036.30432 -2.8032 0.0095 -3.3811 0.0150 -0.5744 0.0019 -0.5779 0.0177 2.2288 0.0095 2.8067 0.0151 0.00285 1.030 
2457036.30457 -2.8158 0.0094 -3.3729 0.0144 -0.5797 0.0018 -0.5571 0.0171 2.2361 0.0094 2.7932 0.0145 0.00285 1.030 
2457036.30480 -2.8085 0.0094 -3.3673 0.0144 -0.5639 0.0018 -0.5588 0.0171 2.2446 0.0094 2.8034 0.0145 0.00285 1.030 
2457036.30503 -2.8007 0.0096 -3.3899 0.0150 -0.5687 0.0019 -0.5892 0.0178 2.2320 0.0096 2.8212 0.0151 0.00285 1.030 
2457036.30527 -2.8125 0.0096 -3.3670 0.0147 -0.5582 0.0018 -0.5545 0.0175 2.2543 0.0096 2.8088 0.0148 0.00285 1.030 
2457036.30550 -2.8035 0.0093 -3.3924 0.0149 -0.5644 0.0019 -0.5889 0.0175 2.2391 0.0093 2.8280 0.0150 0.00285 1.031 
2457036.30575 -2.8088 0.0097 -3.3775 0.0149 -0.5656 0.0018 -0.5687 0.0177 2.2432 0.0097 2.8119 0.0150 0.00285 1.031 
2457036.30598 -2.8029 0.0095 -3.3692 0.0149 -0.5694 0.0018 -0.5663 0.0176 2.2335 0.0095 2.7998 0.0150 0.00285 1.031 
2457036.30621 -2.8078 0.0096 -3.3811 0.0150 -0.5668 0.0018 -0.5733 0.0178 2.2410 0.0096 2.8143 0.0151 0.00285 1.031 
2457036.30645 -2.7881 0.0089 -3.3753 0.0154 -0.5656 0.0018 -0.5872 0.0177 2.2225 0.0089 2.8097 0.0155 0.00285 1.032 
2457036.30668 -2.8153 0.0097 -3.3811 0.0159 -0.5734 0.0019 -0.5658 0.0186 2.2419 0.0097 2.8077 0.0160 0.00285 1.032 
2457036.30692 -2.8094 0.0099 -3.3831 0.0151 -0.5720 0.0019 -0.5737 0.0180 2.2374 0.0099 2.8111 0.0152 0.00285 1.032 
2457036.30739 -2.7958 0.0093 -3.3788 0.0152 -0.5703 0.0018 -0.5830 0.0178 2.2255 0.0093 2.8085 0.0153 0.00285 1.032 
2457036.30762 -2.8252 0.0094 -3.3919 0.0149 -0.5780 0.0019 -0.5667 0.0176 2.2472 0.0094 2.8139 0.0150 0.00285 1.033 
2457036.30786 -2.8128 0.0097 -3.3856 0.0154 -0.5684 0.0018 -0.5728 0.0181 2.2444 0.0097 2.8172 0.0155 0.00285 1.033 
2457036.30810 -2.8019 0.0094 -3.3533 0.0152 -0.5666 0.0019 -0.5514 0.0178 2.2353 0.0094 2.7867 0.0153 0.00285 1.033 
2457036.30833 -2.8204 0.0095 -3.3958 0.0151 -0.5840 0.0018 -0.5754 0.0178 2.2364 0.0095 2.8118 0.0152 0.00285 1.033 
2457036.30857 -2.7996 0.0094 -3.3609 0.0149 -0.5597 0.0018 -0.5613 0.0176 2.2399 0.0094 2.8012 0.0150 0.00285 1.034 
2457036.30880 -2.8123 0.0093 -3.3797 0.0151 -0.5703 0.0019 -0.5674 0.0177 2.2420 0.0093 2.8094 0.0152 0.00285 1.034 
2457036.30903 -2.8169 0.0095 -3.4064 0.0157 -0.5711 0.0019 -0.5895 0.0183 2.2458 0.0095 2.8353 0.0158 0.00285 1.034 
2457036.30928 -2.8113 0.0092 -3.3599 0.0148 -0.5782 0.0019 -0.5486 0.0174 2.2331 0.0092 2.7817 0.0149 0.00285 1.034 
2457036.30951 -2.8162 0.0092 -3.3795 0.0155 -0.5695 0.0018 -0.5633 0.0180 2.2467 0.0092 2.8100 0.0156 0.00285 1.034 
2457036.30974 -2.8078 0.0094 -3.3996 0.0157 -0.5719 0.0019 -0.5918 0.0182 2.2359 0.0094 2.8277 0.0158 0.00285 1.035 
2457036.30998 -2.8119 0.0093 -3.3908 0.0153 -0.5744 0.0019 -0.5789 0.0179 2.2375 0.0093 2.8164 0.0154 0.00285 1.035 
2457036.31021 -2.8282 0.0095 -3.3992 0.0152 -0.5779 0.0019 -0.5710 0.0179 2.2503 0.0095 2.8213 0.0153 0.00285 1.035 
2457036.31045 -2.8212 0.0092 -3.4000 0.0153 -0.5773 0.0019 -0.5788 0.0178 2.2439 0.0092 2.8227 0.0154 0.00285 1.035 
2457036.31069 -2.8085 0.0097 -3.3836 0.0154 -0.5735 0.0018 -0.5751 0.0181 2.2350 0.0097 2.8101 0.0155 0.00285 1.036 
2457036.31092 -2.8165 0.0096 -3.3746 0.0145 -0.5699 0.0019 -0.5581 0.0173 2.2466 0.0096 2.8047 0.0146 0.00285 1.036 
2457036.31115 -2.8313 0.0097 -3.3699 0.0148 -0.5759 0.0018 -0.5386 0.0176 2.2554 0.0097 2.7940 0.0149 0.00285 1.036 
2457036.31140 -2.8235 0.0094 -3.4071 0.0156 -0.5809 0.0019 -0.5836 0.0182 2.2426 0.0094 2.8262 0.0157 0.00285 1.036 
2457036.31163 -2.8279 0.0096 -3.3993 0.0158 -0.5784 0.0019 -0.5714 0.0184 2.2495 0.0096 2.8209 0.0159 0.00285 1.037 
2457036.31186 -2.8289 0.0096 -3.3938 0.0150 -0.5904 0.0019 -0.5649 0.0178 2.2385 0.0096 2.8034 0.0151 0.00285 1.037 
2457036.31210 -2.8152 0.0096 -3.3899 0.0149 -0.5676 0.0018 -0.5747 0.0177 2.2476 0.0096 2.8223 0.0150 0.00285 1.037 
2457036.31233 -2.8135 0.0093 -3.3726 0.0154 -0.5722 0.0018 -0.5591 0.0179 2.2413 0.0093 2.8004 0.0155 0.00285 1.037 
2457036.31256 -2.8222 0.0095 -3.4039 0.0151 -0.5856 0.0019 -0.5817 0.0178 2.2366 0.0095 2.8183 0.0152 0.00285 1.038 
2457036.31281 -2.8291 0.0098 -3.3910 0.0153 -0.5836 0.0019 -0.5619 0.0181 2.2455 0.0098 2.8074 0.0154 0.00285 1.038 
2457036.31304 -2.8163 0.0095 -3.4001 0.0154 -0.5827 0.0019 -0.5838 0.0180 2.2336 0.0095 2.8174 0.0155 0.00285 1.038 
2457036.31327 -2.8303 0.0097 -3.3988 0.0153 -0.5924 0.0019 -0.5685 0.0181 2.2379 0.0097 2.8064 0.0154 0.00285 1.038 
2457036.31351 -2.8306 0.0096 -3.4026 0.0152 -0.5762 0.0019 -0.5720 0.0179 2.2544 0.0096 2.8264 0.0153 0.00285 1.039 
2457036.31374 -2.8293 0.0097 -3.3816 0.0155 -0.5834 0.0019 -0.5523 0.0182 2.2459 0.0097 2.7982 0.0156 0.00285 1.039 
2457036.31398 -2.8122 0.0096 -3.3886 0.0149 -0.5815 0.0019 -0.5764 0.0177 2.2307 0.0096 2.8071 0.0150 0.00285 1.039 
2457036.31422 -2.8371 0.0094 -3.3933 0.0155 -0.5985 0.0019 -0.5562 0.0181 2.2386 0.0094 2.7948 0.0156 0.00285 1.039 
2457036.31445 -2.8287 0.0093 -3.3948 0.0148 -0.5934 0.0019 -0.5661 0.0174 2.2353 0.0093 2.8014 0.0149 0.00285 1.040 
2457036.31469 -2.8425 0.0095 -3.3996 0.0148 -0.5842 0.0019 -0.5571 0.0175 2.2583 0.0095 2.8154 0.0149 0.00285 1.040 
2457036.31493 -2.8152 0.0096 -3.4099 0.0151 -0.5837 0.0018 -0.5947 0.0178 2.2315 0.0096 2.8262 0.0152 0.00285 1.040 
2457036.31516 -2.8265 0.0093 -3.4113 0.0154 -0.5839 0.0019 -0.5848 0.0179 2.2426 0.0093 2.8274 0.0155 0.00285 1.040 
2457036.31540 -2.8358 0.0097 -3.3964 0.0152 -0.5903 0.0019 -0.5606 0.0180 2.2455 0.0097 2.8061 0.0153 0.00285 1.041 
2457036.31563 -2.8347 0.0096 -3.3947 0.0152 -0.5910 0.0018 -0.5600 0.0179 2.2437 0.0096 2.8037 0.0153 0.00285 1.041 
2457036.31586 -2.8280 0.0095 -3.4160 0.0159 -0.5841 0.0019 -0.5880 0.0185 2.2439 0.0095 2.8319 0.0160 0.00285 1.041 
2457036.31611 -2.8415 0.0095 -3.3882 0.0153 -0.5972 0.0019 -0.5467 0.0180 2.2443 0.0095 2.7910 0.0154 0.00285 1.041 
2457036.31634 -2.8335 0.0093 -3.3912 0.0148 -0.5960 0.0019 -0.5577 0.0174 2.2375 0.0093 2.7952 0.0149 0.00285 1.042 
2457036.31657 -2.8280 0.0097 -3.4184 0.0152 -0.5915 0.0019 -0.5904 0.0180 2.2365 0.0097 2.8269 0.0153 0.00285 1.042 
2457036.31681 -2.8292 0.0095 -3.4198 0.0157 -0.5992 0.0019 -0.5906 0.0183 2.2300 0.0095 2.8206 0.0158 0.00285 1.042 
2457036.31704 -2.8301 0.0092 -3.4013 0.0154 -0.5907 0.0018 -0.5712 0.0179 2.2394 0.0092 2.8106 0.0155 0.00285 1.043 
2457036.31727 -2.8404 0.0093 -3.4031 0.0148 -0.5906 0.0019 -0.5627 0.0174 2.2498 0.0093 2.8125 0.0149 0.00285 1.043 
2457036.31752 -2.8216 0.0095 -3.3933 0.0154 -0.5805 0.0019 -0.5717 0.0180 2.2411 0.0095 2.8128 0.0155 0.00285 1.043 
2457036.31775 -2.8353 0.0096 -3.4032 0.0148 -0.5999 0.0019 -0.5679 0.0176 2.2354 0.0096 2.8033 0.0149 0.00285 1.043 
2457036.31798 -2.8379 0.0096 -3.4165 0.0158 -0.5944 0.0019 -0.5786 0.0184 2.2435 0.0096 2.8221 0.0159 0.00285 1.044 
2457036.31822 -2.8518 0.0096 -3.4254 0.0155 -0.6093 0.0019 -0.5736 0.0182 2.2425 0.0096 2.8161 0.0156 0.00285 1.044 
2457036.31845 -2.8477 0.0095 -3.3970 0.0155 -0.6008 0.0018 -0.5493 0.0181 2.2469 0.0095 2.7962 0.0156 0.00285 1.044 
2457036.31869 -2.8421 0.0093 -3.3950 0.0147 -0.6106 0.0019 -0.5529 0.0173 2.2315 0.0093 2.7844 0.0148 0.00285 1.044 
2457036.31893 -2.8496 0.0095 -3.4115 0.0148 -0.5997 0.0018 -0.5619 0.0175 2.2499 0.0095 2.8118 0.0149 0.00285 1.045 
