JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 5, Filter: V, JD: geocentric
2457070.49707 -2.1700 0.0107 -1.7635 0.0074 -1.4882 0.0062 0.4065 0.0127 0.6818 0.0120 0.2753 0.0092 0.00238 1.365 
2457070.49760 -2.2003 0.0108 -1.7770 0.0077 -1.5111 0.0062 0.4233 0.0129 0.6892 0.0121 0.2659 0.0095 0.00238 1.367 
2457070.49812 -2.2241 0.0113 -1.7831 0.0076 -1.5108 0.0063 0.4410 0.0133 0.7133 0.0126 0.2723 0.0094 0.00238 1.369 
2457070.49866 -2.1961 0.0104 -1.7829 0.0076 -1.4770 0.0062 0.4132 0.0125 0.7191 0.0118 0.3059 0.0094 0.00238 1.371 
2457070.49919 -2.2168 0.0107 -1.7706 0.0074 -1.5178 0.0063 0.4462 0.0127 0.6990 0.0121 0.2528 0.0093 0.00238 1.373 
2457070.49972 -2.2177 0.0111 -1.7748 0.0077 -1.5053 0.0061 0.4429 0.0132 0.7124 0.0123 0.2695 0.0094 0.00238 1.375 
2457070.50024 -2.2083 0.0110 -1.7587 0.0076 -1.5007 0.0062 0.4496 0.0130 0.7076 0.0123 0.2580 0.0094 0.00238 1.377 
2457070.50078 -2.1972 0.0105 -1.7527 0.0076 -1.5029 0.0062 0.4445 0.0126 0.6943 0.0119 0.2498 0.0094 0.00238 1.379 
2457070.50131 -2.2191 0.0111 -1.7861 0.0075 -1.5130 0.0064 0.4330 0.0131 0.7061 0.0125 0.2731 0.0094 0.00238 1.381 
2457070.50183 -2.1847 0.0112 -1.7617 0.0077 -1.4870 0.0061 0.4230 0.0133 0.6977 0.0124 0.2747 0.0094 0.00238 1.383 
2457070.50236 -2.1849 0.0106 -1.7639 0.0076 -1.4857 0.0061 0.4210 0.0127 0.6992 0.0119 0.2782 0.0093 0.00238 1.385 
2457070.50289 -2.2106 0.0106 -1.7852 0.0078 -1.5003 0.0060 0.4254 0.0128 0.7103 0.0119 0.2849 0.0094 0.00238 1.387 
2457070.50343 -2.2068 0.0107 -1.7948 0.0076 -1.5131 0.0061 0.4120 0.0128 0.6937 0.0120 0.2817 0.0093 0.00238 1.389 
2457070.50395 -2.2146 0.0109 -1.7745 0.0077 -1.5057 0.0063 0.4401 0.0130 0.7089 0.0123 0.2688 0.0095 0.00238 1.391 
2457070.50448 -2.1793 0.0108 -1.7631 0.0078 -1.4868 0.0064 0.4162 0.0130 0.6925 0.0122 0.2763 0.0097 0.00238 1.393 
2457070.50501 -2.1883 0.0106 -1.7670 0.0078 -1.5055 0.0064 0.4213 0.0128 0.6828 0.0121 0.2615 0.0097 0.00238 1.396 
2457070.50553 -2.1927 0.0110 -1.7633 0.0075 -1.4802 0.0060 0.4294 0.0130 0.7125 0.0122 0.2831 0.0092 0.00238 1.398 
2457070.50606 -2.1902 0.0106 -1.7610 0.0077 -1.4885 0.0061 0.4292 0.0128 0.7017 0.0119 0.2725 0.0094 0.00238 1.400 
2457070.50660 -2.1925 0.0109 -1.7989 0.0079 -1.4894 0.0060 0.3936 0.0131 0.7031 0.0121 0.3095 0.0095 0.00238 1.402 
2457070.50712 -2.1874 0.0108 -1.7806 0.0076 -1.5034 0.0062 0.4068 0.0129 0.6840 0.0121 0.2772 0.0094 0.00238 1.404 
2457070.50765 -2.2030 0.0110 -1.7667 0.0078 -1.4938 0.0062 0.4363 0.0131 0.7092 0.0123 0.2729 0.0095 0.00238 1.406 
2457070.50818 -2.1932 0.0110 -1.7595 0.0076 -1.4822 0.0062 0.4337 0.0130 0.7110 0.0123 0.2773 0.0094 0.00238 1.408 
2457070.50872 -2.2082 0.0112 -1.7675 0.0076 -1.4823 0.0060 0.4407 0.0132 0.7259 0.0124 0.2852 0.0093 0.00238 1.410 
2457070.50924 -2.1813 0.0110 -1.7645 0.0077 -1.4932 0.0064 0.4168 0.0131 0.6881 0.0124 0.2713 0.0096 0.00238 1.412 
2457070.50977 -2.1861 0.0108 -1.7631 0.0076 -1.5000 0.0063 0.4230 0.0129 0.6861 0.0122 0.2631 0.0094 0.00238 1.415 
2457070.51030 -2.1723 0.0110 -1.7528 0.0077 -1.4836 0.0064 0.4195 0.0131 0.6887 0.0124 0.2692 0.0096 0.00238 1.417 
2457070.51084 -2.1770 0.0107 -1.7664 0.0077 -1.4815 0.0061 0.4106 0.0128 0.6955 0.0120 0.2849 0.0094 0.00238 1.419 
2457070.51138 -2.1853 0.0110 -1.7648 0.0079 -1.4927 0.0062 0.4205 0.0132 0.6926 0.0123 0.2721 0.0096 0.00238 1.421 
2457070.51190 -2.1986 0.0110 -1.7909 0.0078 -1.5188 0.0064 0.4077 0.0131 0.6798 0.0124 0.2721 0.0097 0.00238 1.423 
2457070.51243 -2.1834 0.0110 -1.7580 0.0078 -1.4998 0.0063 0.4254 0.0131 0.6836 0.0124 0.2582 0.0096 0.00238 1.425 
2457070.51295 -2.1902 0.0110 -1.7625 0.0078 -1.4972 0.0063 0.4277 0.0131 0.6930 0.0124 0.2653 0.0096 0.00238 1.428 
2457070.51348 -2.1887 0.0108 -1.7793 0.0079 -1.4927 0.0063 0.4094 0.0130 0.6960 0.0122 0.2866 0.0097 0.00238 1.430 
2457070.51402 -2.1984 0.0108 -1.7604 0.0078 -1.4848 0.0062 0.4380 0.0130 0.7136 0.0121 0.2756 0.0095 0.00238 1.432 
2457070.51454 -2.1766 0.0107 -1.7638 0.0077 -1.4967 0.0063 0.4128 0.0128 0.6799 0.0121 0.2671 0.0095 0.00238 1.434 
2457070.51507 -2.2000 0.0108 -1.7678 0.0076 -1.5073 0.0062 0.4322 0.0129 0.6927 0.0121 0.2605 0.0094 0.00238 1.436 
2457070.51560 -2.1929 0.0113 -1.7645 0.0079 -1.4864 0.0062 0.4284 0.0135 0.7065 0.0126 0.2781 0.0096 0.00238 1.439 
2457070.51613 -2.1791 0.0112 -1.7494 0.0076 -1.4849 0.0064 0.4297 0.0132 0.6942 0.0125 0.2645 0.0094 0.00238 1.441 
2457070.51665 -2.1855 0.0111 -1.7830 0.0078 -1.4906 0.0064 0.4025 0.0132 0.6949 0.0124 0.2924 0.0096 0.00238 1.443 
2457070.51719 -2.1724 0.0107 -1.7650 0.0077 -1.4758 0.0063 0.4074 0.0128 0.6966 0.0121 0.2892 0.0095 0.00238 1.445 
2457070.51772 -2.1742 0.0109 -1.7631 0.0080 -1.4917 0.0063 0.4111 0.0132 0.6825 0.0123 0.2714 0.0098 0.00238 1.448 
2457070.51824 -2.1949 0.0110 -1.7816 0.0080 -1.4981 0.0062 0.4133 0.0133 0.6968 0.0123 0.2835 0.0097 0.00238 1.450 
2457070.51877 -2.1968 0.0114 -1.7571 0.0077 -1.4868 0.0063 0.4397 0.0134 0.7100 0.0127 0.2703 0.0095 0.00238 1.452 
2457070.51931 -2.1555 0.0110 -1.7484 0.0077 -1.4719 0.0062 0.4071 0.0131 0.6836 0.0123 0.2765 0.0095 0.00238 1.454 
2457070.51984 -2.1625 0.0109 -1.7738 0.0079 -1.4842 0.0064 0.3887 0.0131 0.6783 0.0123 0.2896 0.0097 0.00238 1.457 
2457070.52036 -2.2186 0.0114 -1.7765 0.0080 -1.4854 0.0064 0.4421 0.0136 0.7332 0.0128 0.2911 0.0098 0.00238 1.459 
2457070.52089 -2.1847 0.0110 -1.7766 0.0079 -1.4811 0.0062 0.4081 0.0132 0.7036 0.0123 0.2955 0.0096 0.00238 1.461 
2457070.52142 -2.1706 0.0110 -1.7647 0.0079 -1.4873 0.0064 0.4059 0.0132 0.6833 0.0124 0.2774 0.0097 0.00238 1.464 
2457070.52194 -2.1969 0.0115 -1.7635 0.0081 -1.4721 0.0065 0.4334 0.0137 0.7248 0.0129 0.2914 0.0100 0.00238 1.466 
2457070.52248 -2.1741 0.0110 -1.7624 0.0082 -1.4692 0.0064 0.4117 0.0134 0.7049 0.0124 0.2932 0.0099 0.00238 1.468 
2457070.52301 -2.2007 0.0115 -1.7817 0.0082 -1.4823 0.0063 0.4190 0.0138 0.7184 0.0127 0.2994 0.0099 0.00238 1.471 
2457070.52353 -2.1880 0.0113 -1.7818 0.0080 -1.4939 0.0063 0.4062 0.0135 0.6941 0.0126 0.2879 0.0098 0.00238 1.473 
2457070.52406 -2.2143 0.0116 -1.7684 0.0080 -1.4922 0.0065 0.4459 0.0138 0.7221 0.0129 0.2762 0.0098 0.00238 1.475 
2457070.52459 -2.1708 0.0110 -1.7555 0.0079 -1.4732 0.0063 0.4153 0.0132 0.6976 0.0123 0.2823 0.0096 0.00238 1.478 
2457070.52512 -2.1750 0.0109 -1.7290 0.0074 -1.4717 0.0064 0.4460 0.0128 0.7033 0.0123 0.2573 0.0093 0.00238 1.480 
2457070.52565 -2.1782 0.0104 -1.7694 0.0078 -1.5075 0.0064 0.4088 0.0127 0.6707 0.0119 0.2619 0.0097 0.00238 1.482 
2457070.52617 -2.1533 0.0109 -1.7457 0.0079 -1.4709 0.0064 0.4076 0.0131 0.6824 0.0123 0.2748 0.0097 0.00238 1.485 
2457070.52670 -2.1664 0.0106 -1.7778 0.0078 -1.5134 0.0063 0.3886 0.0128 0.6530 0.0120 0.2644 0.0096 0.00238 1.487 
2457070.52723 -2.1856 0.0106 -1.7591 0.0076 -1.4883 0.0062 0.4265 0.0127 0.6973 0.0120 0.2708 0.0094 0.00238 1.489 
2457070.52776 -2.1983 0.0110 -1.7626 0.0078 -1.5007 0.0061 0.4357 0.0131 0.6976 0.0123 0.2619 0.0095 0.00238 1.492 
2457070.52829 -2.1804 0.0107 -1.7538 0.0079 -1.4854 0.0062 0.4266 0.0130 0.6950 0.0120 0.2684 0.0096 0.00238 1.494 
2457070.52882 -2.1839 0.0111 -1.7507 0.0077 -1.4881 0.0063 0.4332 0.0132 0.6958 0.0124 0.2626 0.0095 0.00238 1.497 
2457070.52934 -2.1608 0.0112 -1.7551 0.0078 -1.4754 0.0064 0.4057 0.0133 0.6854 0.0126 0.2797 0.0097 0.00238 1.499 
2457070.52987 -2.2060 0.0110 -1.7553 0.0079 -1.4976 0.0063 0.4507 0.0132 0.7084 0.0124 0.2577 0.0097 0.00238 1.502 
2457070.53040 -2.1809 0.0111 -1.7724 0.0079 -1.4880 0.0063 0.4085 0.0133 0.6929 0.0124 0.2844 0.0097 0.00238 1.504 
2457070.53093 -2.1557 0.0104 -1.7630 0.0077 -1.4741 0.0064 0.3927 0.0126 0.6816 0.0118 0.2889 0.0095 0.00238 1.506 
2457070.53146 -2.1815 0.0111 -1.7483 0.0079 -1.4841 0.0063 0.4332 0.0133 0.6974 0.0124 0.2642 0.0096 0.00238 1.509 
2457070.53199 -2.1947 0.0112 -1.7659 0.0080 -1.4792 0.0065 0.4288 0.0134 0.7155 0.0126 0.2867 0.0098 0.00238 1.511 
2457070.53251 -2.1668 0.0107 -1.7587 0.0076 -1.4900 0.0063 0.4081 0.0128 0.6768 0.0120 0.2687 0.0094 0.00238 1.514 
2457070.53304 -2.1757 0.0105 -1.7554 0.0076 -1.4764 0.0063 0.4203 0.0126 0.6993 0.0119 0.2790 0.0094 0.00238 1.516 
2457070.53358 -2.1950 0.0114 -1.7584 0.0078 -1.4795 0.0063 0.4366 0.0135 0.7155 0.0127 0.2789 0.0096 0.00238 1.519 
2457070.53410 -2.1658 0.0111 -1.7379 0.0078 -1.4681 0.0063 0.4279 0.0132 0.6977 0.0124 0.2698 0.0095 0.00238 1.521 
2457070.53463 -2.1841 0.0111 -1.7556 0.0079 -1.4794 0.0063 0.4285 0.0133 0.7047 0.0124 0.2762 0.0097 0.00238 1.524 
2457070.53515 -2.1841 0.0108 -1.7705 0.0078 -1.5006 0.0063 0.4136 0.0130 0.6835 0.0121 0.2699 0.0095 0.00238 1.526 
2457070.53568 -2.1665 0.0109 -1.7353 0.0077 -1.4668 0.0064 0.4312 0.0130 0.6997 0.0123 0.2685 0.0095 0.00238 1.529 
2457070.53621 -2.1846 0.0112 -1.7737 0.0080 -1.4745 0.0064 0.4109 0.0134 0.7101 0.0125 0.2992 0.0098 0.00238 1.531 
2457070.53674 -2.2030 0.0114 -1.7511 0.0080 -1.4874 0.0063 0.4519 0.0136 0.7156 0.0127 0.2637 0.0098 0.00238 1.534 
2457070.53727 -2.1969 0.0112 -1.7606 0.0076 -1.4911 0.0063 0.4363 0.0132 0.7058 0.0125 0.2695 0.0094 0.00238 1.536 
2457070.53779 -2.1758 0.0109 -1.7553 0.0077 -1.4759 0.0062 0.4205 0.0130 0.6999 0.0122 0.2794 0.0095 0.00238 1.539 
2457070.53832 -2.1653 0.0109 -1.7647 0.0078 -1.4740 0.0063 0.4006 0.0131 0.6913 0.0122 0.2907 0.0095 0.00238 1.542 
2457070.53885 -2.1698 0.0110 -1.7594 0.0076 -1.4870 0.0061 0.4104 0.0130 0.6828 0.0123 0.2724 0.0093 0.00238 1.544 
2457070.53938 -2.1761 0.0105 -1.7438 0.0077 -1.5009 0.0062 0.4323 0.0127 0.6752 0.0119 0.2429 0.0095 0.00238 1.547 
2457070.53991 -2.1894 0.0112 -1.7656 0.0078 -1.4925 0.0063 0.4238 0.0133 0.6969 0.0125 0.2731 0.0096 0.00238 1.549 
2457070.54043 -2.1415 0.0105 -1.7492 0.0079 -1.4656 0.0060 0.3923 0.0128 0.6759 0.0118 0.2836 0.0095 0.00238 1.552 
2457070.54096 -2.1801 0.0105 -1.7487 0.0077 -1.4922 0.0061 0.4314 0.0127 0.6879 0.0118 0.2565 0.0094 0.00238 1.555 
2457070.54149 -2.1736 0.0108 -1.7618 0.0078 -1.4901 0.0063 0.4118 0.0130 0.6835 0.0122 0.2717 0.0096 0.00238 1.557 
2457070.54201 -2.1574 0.0109 -1.7437 0.0076 -1.4856 0.0063 0.4137 0.0130 0.6718 0.0122 0.2581 0.0094 0.00238 1.560 
2457070.54255 -2.1742 0.0109 -1.7321 0.0074 -1.4789 0.0063 0.4421 0.0128 0.6953 0.0123 0.2532 0.0093 0.00238 1.562 
2457070.54307 -2.1710 0.0110 -1.7444 0.0076 -1.5051 0.0065 0.4266 0.0130 0.6659 0.0124 0.2393 0.0095 0.00238 1.565 
2457070.54360 -2.1722 0.0109 -1.7355 0.0077 -1.4715 0.0062 0.4367 0.0130 0.7007 0.0122 0.2640 0.0095 0.00238 1.568 
2457070.54413 -2.1602 0.0108 -1.7417 0.0078 -1.4672 0.0062 0.4185 0.0130 0.6930 0.0121 0.2745 0.0095 0.00238 1.570 
2457070.54465 -2.1650 0.0104 -1.7420 0.0075 -1.4740 0.0063 0.4230 0.0125 0.6910 0.0118 0.2680 0.0093 0.00238 1.573 
2457070.54519 -2.2000 0.0108 -1.7337 0.0075 -1.4856 0.0061 0.4663 0.0128 0.7144 0.0121 0.2481 0.0092 0.00238 1.576 
2457070.54572 -2.1582 0.0105 -1.7357 0.0075 -1.4613 0.0061 0.4225 0.0126 0.6969 0.0118 0.2744 0.0092 0.00238 1.578 
2457070.54624 -2.1648 0.0103 -1.7388 0.0076 -1.4732 0.0060 0.4260 0.0125 0.6916 0.0116 0.2656 0.0093 0.00238 1.581 
2457070.54677 -2.1650 0.0103 -1.7297 0.0072 -1.4797 0.0061 0.4353 0.0122 0.6853 0.0116 0.2500 0.0090 0.00238 1.584 
2457070.54730 -2.1588 0.0108 -1.7401 0.0075 -1.4599 0.0061 0.4187 0.0128 0.6989 0.0121 0.2802 0.0092 0.00238 1.586 
2457070.54782 -2.1505 0.0105 -1.7444 0.0075 -1.4658 0.0061 0.4061 0.0126 0.6847 0.0118 0.2786 0.0092 0.00238 1.589 
2457070.54836 -2.1683 0.0106 -1.7340 0.0077 -1.4681 0.0062 0.4343 0.0128 0.7002 0.0120 0.2659 0.0095 0.00238 1.592 
2457070.54888 -2.1430 0.0102 -1.7525 0.0077 -1.4513 0.0060 0.3905 0.0124 0.6917 0.0115 0.3012 0.0093 0.00238 1.595 
2457070.54941 -2.1734 0.0105 -1.7434 0.0076 -1.4690 0.0059 0.4300 0.0126 0.7044 0.0117 0.2744 0.0092 0.00238 1.597 
2457070.54994 -2.1463 0.0106 -1.7338 0.0076 -1.4680 0.0062 0.4125 0.0127 0.6783 0.0120 0.2658 0.0094 0.00238 1.600 
2457070.55047 -2.1414 0.0107 -1.7322 0.0077 -1.4570 0.0063 0.4092 0.0128 0.6844 0.0120 0.2752 0.0095 0.00238 1.603 
2457070.55100 -2.1444 0.0107 -1.7270 0.0078 -1.4585 0.0063 0.4174 0.0129 0.6859 0.0120 0.2685 0.0095 0.00238 1.606 
2457070.55153 -2.1733 0.0108 -1.7381 0.0078 -1.4717 0.0064 0.4352 0.0130 0.7016 0.0122 0.2664 0.0096 0.00238 1.608 
2457070.55206 -2.1701 0.0110 -1.7372 0.0077 -1.4617 0.0062 0.4329 0.0131 0.7084 0.0123 0.2755 0.0095 0.00238 1.611 
2457070.55259 -2.1415 0.0107 -1.7158 0.0076 -1.4467 0.0063 0.4257 0.0128 0.6948 0.0120 0.2691 0.0094 0.00238 1.614 
2457070.55311 -2.1189 0.0110 -1.7201 0.0078 -1.4354 0.0064 0.3988 0.0131 0.6835 0.0124 0.2847 0.0096 0.00238 1.617 
2457070.55365 -2.1186 0.0108 -1.7167 0.0079 -1.4393 0.0065 0.4019 0.0130 0.6793 0.0122 0.2774 0.0097 0.00238 1.620 
2457070.55417 -2.1335 0.0108 -1.7008 0.0078 -1.4350 0.0064 0.4327 0.0130 0.6985 0.0122 0.2658 0.0096 0.00238 1.622 
2457070.55470 -2.1211 0.0106 -1.7206 0.0078 -1.4303 0.0064 0.4005 0.0128 0.6908 0.0120 0.2903 0.0096 0.00238 1.625 
2457070.55523 -2.1311 0.0105 -1.7170 0.0075 -1.4342 0.0060 0.4141 0.0126 0.6969 0.0118 0.2828 0.0092 0.00237 1.628 
2457070.55575 -2.1347 0.0105 -1.7095 0.0075 -1.4390 0.0061 0.4252 0.0126 0.6957 0.0118 0.2705 0.0092 0.00237 1.631 
2457070.55628 -2.1212 0.0106 -1.7100 0.0075 -1.4394 0.0062 0.4112 0.0126 0.6818 0.0119 0.2706 0.0092 0.00237 1.634 
2457070.55682 -2.1314 0.0107 -1.6978 0.0077 -1.4292 0.0063 0.4336 0.0128 0.7022 0.0120 0.2686 0.0095 0.00237 1.637 
2457070.55735 -2.1503 0.0107 -1.7126 0.0075 -1.4447 0.0064 0.4377 0.0127 0.7056 0.0121 0.2679 0.0094 0.00237 1.640 
2457070.55787 -2.1372 0.0109 -1.7137 0.0077 -1.4351 0.0062 0.4235 0.0130 0.7021 0.0122 0.2786 0.0094 0.00237 1.642 
2457070.55840 -2.1292 0.0111 -1.7111 0.0076 -1.4284 0.0064 0.4181 0.0131 0.7008 0.0124 0.2827 0.0094 0.00237 1.645 
2457070.55892 -2.1322 0.0109 -1.6935 0.0077 -1.4076 0.0064 0.4387 0.0130 0.7246 0.0123 0.2859 0.0095 0.00237 1.648 
2457070.55946 -2.1190 0.0110 -1.7099 0.0079 -1.4315 0.0066 0.4091 0.0132 0.6875 0.0125 0.2784 0.0098 0.00237 1.651 
2457070.55999 -2.1205 0.0113 -1.7070 0.0080 -1.4044 0.0066 0.4135 0.0135 0.7161 0.0127 0.3026 0.0099 0.00237 1.654 
2457070.56052 -2.0933 0.0111 -1.6811 0.0080 -1.3954 0.0064 0.4122 0.0133 0.6979 0.0124 0.2857 0.0098 0.00237 1.657 
2457070.56104 -2.0971 0.0105 -1.7148 0.0082 -1.3970 0.0064 0.3823 0.0130 0.7001 0.0119 0.3178 0.0099 0.00237 1.660 
2457070.56157 -2.1050 0.0111 -1.6911 0.0078 -1.4093 0.0065 0.4139 0.0132 0.6957 0.0125 0.2818 0.0097 0.00237 1.663 
2457070.56211 -2.1063 0.0110 -1.6851 0.0079 -1.4048 0.0065 0.4212 0.0132 0.7015 0.0124 0.2803 0.0097 0.00237 1.666 
2457070.56263 -2.1101 0.0113 -1.7097 0.0082 -1.3905 0.0065 0.4004 0.0136 0.7196 0.0127 0.3192 0.0100 0.00237 1.669 
2457070.56316 -2.1279 0.0114 -1.6941 0.0079 -1.3957 0.0065 0.4338 0.0135 0.7322 0.0128 0.2984 0.0097 0.00237 1.672 
2457070.56368 -2.1250 0.0113 -1.6837 0.0082 -1.3916 0.0066 0.4413 0.0136 0.7334 0.0127 0.2921 0.0100 0.00237 1.675 
2457070.56421 -2.1065 0.0114 -1.6994 0.0081 -1.4076 0.0064 0.4071 0.0136 0.6989 0.0127 0.2918 0.0098 0.00237 1.678 
2457070.56473 -2.1028 0.0110 -1.7013 0.0082 -1.4020 0.0066 0.4015 0.0134 0.7008 0.0125 0.2993 0.0100 0.00237 1.681 
2457070.56527 -2.1333 0.0117 -1.6824 0.0080 -1.3921 0.0064 0.4509 0.0138 0.7412 0.0130 0.2903 0.0098 0.00237 1.684 
2457070.56580 -2.1071 0.0113 -1.6797 0.0079 -1.3909 0.0065 0.4274 0.0135 0.7162 0.0127 0.2888 0.0097 0.00237 1.687 
2457070.56632 -2.1218 0.0117 -1.6854 0.0081 -1.4051 0.0066 0.4364 0.0139 0.7167 0.0131 0.2803 0.0100 0.00237 1.690 
2457070.56685 -2.1091 0.0108 -1.6895 0.0082 -1.3923 0.0066 0.4196 0.0132 0.7168 0.0123 0.2972 0.0100 0.00237 1.693 
2457070.56738 -2.0793 0.0115 -1.6711 0.0080 -1.4019 0.0068 0.4082 0.0137 0.6774 0.0130 0.2692 0.0100 0.00237 1.696 
2457070.56792 -2.0919 0.0115 -1.6402 0.0080 -1.3676 0.0066 0.4517 0.0137 0.7243 0.0129 0.2726 0.0099 0.00237 1.699 
2457070.56844 -2.0786 0.0114 -1.6442 0.0079 -1.3613 0.0065 0.4344 0.0135 0.7173 0.0128 0.2829 0.0097 0.00237 1.702 
2457070.56950 -2.0641 0.0111 -1.6453 0.0080 -1.3734 0.0065 0.4188 0.0133 0.6907 0.0125 0.2719 0.0098 0.00237 1.708 
2457070.57002 -2.0815 0.0116 -1.6649 0.0079 -1.3642 0.0065 0.4166 0.0137 0.7173 0.0129 0.3007 0.0097 0.00237 1.711 
2457070.57056 -2.0816 0.0113 -1.6389 0.0077 -1.3803 0.0066 0.4427 0.0133 0.7013 0.0127 0.2586 0.0097 0.00237 1.714 
2457070.57161 -2.0617 0.0113 -1.6544 0.0080 -1.3801 0.0065 0.4073 0.0135 0.6816 0.0127 0.2743 0.0098 0.00237 1.720 
2457070.57267 -2.0690 0.0110 -1.6467 0.0080 -1.3547 0.0064 0.4223 0.0133 0.7143 0.0124 0.2920 0.0098 0.00237 1.726 
2457070.57319 -2.0451 0.0108 -1.6184 0.0080 -1.3383 0.0064 0.4267 0.0131 0.7068 0.0122 0.2801 0.0098 0.00237 1.730 
2457070.57373 -2.0541 0.0107 -1.6389 0.0080 -1.3513 0.0066 0.4152 0.0130 0.7028 0.0122 0.2876 0.0099 0.00237 1.733 
2457070.57426 -2.0657 0.0110 -1.6394 0.0081 -1.3650 0.0066 0.4263 0.0133 0.7007 0.0125 0.2744 0.0100 0.00237 1.736 
2457070.57478 -2.0577 0.0109 -1.6522 0.0081 -1.3642 0.0064 0.4055 0.0132 0.6935 0.0123 0.2880 0.0098 0.00237 1.739 
2457070.57531 -2.0555 0.0110 -1.6376 0.0078 -1.3785 0.0067 0.4179 0.0131 0.6770 0.0125 0.2591 0.0098 0.00237 1.742 
2457070.57584 -2.0615 0.0114 -1.6214 0.0080 -1.3728 0.0067 0.4401 0.0136 0.6887 0.0129 0.2486 0.0099 0.00237 1.745 
2457070.57637 -2.0588 0.0107 -1.6363 0.0081 -1.3668 0.0068 0.4225 0.0131 0.6920 0.0123 0.2695 0.0101 0.00237 1.749 
2457070.57690 -2.0631 0.0117 -1.6158 0.0083 -1.3488 0.0067 0.4473 0.0140 0.7143 0.0131 0.2670 0.0102 0.00237 1.752 
2457070.57743 -2.0438 0.0119 -1.6068 0.0083 -1.3250 0.0068 0.4370 0.0142 0.7188 0.0133 0.2818 0.0102 0.00237 1.755 
2457070.57796 -2.0510 0.0115 -1.6244 0.0083 -1.3241 0.0066 0.4266 0.0138 0.7269 0.0129 0.3003 0.0101 0.00237 1.758 
2457070.57848 -2.0733 0.0153 -1.6187 0.0105 -1.3294 0.0087 0.4546 0.0181 0.7439 0.0171 0.2893 0.0130 0.00237 1.761 
2457070.57902 -2.1034 0.0117 -1.6639 0.0083 -1.3882 0.0068 0.4395 0.0140 0.7152 0.0132 0.2757 0.0102 0.00237 1.765 
2457070.57955 -2.0735 0.0116 -1.6401 0.0080 -1.3732 0.0067 0.4334 0.0138 0.7003 0.0130 0.2669 0.0099 0.00237 1.768 
2457070.58007 -2.1058 0.0119 -1.6602 0.0081 -1.3904 0.0068 0.4456 0.0141 0.7154 0.0133 0.2698 0.0101 0.00237 1.771 
2457070.58113 -2.0768 0.0117 -1.6621 0.0083 -1.3838 0.0067 0.4147 0.0140 0.6930 0.0131 0.2783 0.0102 0.00237 1.778 
2457070.58165 -2.0817 0.0113 -1.6583 0.0082 -1.3844 0.0070 0.4234 0.0136 0.6973 0.0129 0.2739 0.0103 0.00237 1.781 
2457070.58219 -2.0676 0.0112 -1.6394 0.0080 -1.3745 0.0067 0.4282 0.0134 0.6931 0.0127 0.2649 0.0099 0.00237 1.784 
2457070.58272 -2.0791 0.0116 -1.6604 0.0084 -1.3735 0.0068 0.4187 0.0140 0.7056 0.0131 0.2869 0.0103 0.00237 1.787 
2457070.58324 -2.0417 0.0115 -1.6331 0.0084 -1.3809 0.0068 0.4086 0.0139 0.6608 0.0130 0.2522 0.0103 0.00237 1.791 
2457070.58377 -2.0650 0.0116 -1.6604 0.0085 -1.3914 0.0069 0.4046 0.0140 0.6736 0.0131 0.2690 0.0105 0.00237 1.794 
2457070.58483 -2.0579 0.0112 -1.6388 0.0082 -1.3390 0.0066 0.4191 0.0135 0.7189 0.0126 0.2998 0.0100 0.00237 1.801 
2457070.58536 -2.0743 0.0114 -1.6424 0.0082 -1.3574 0.0068 0.4319 0.0137 0.7169 0.0129 0.2850 0.0102 0.00237 1.804 
2457070.58588 -2.0535 0.0109 -1.6252 0.0080 -1.3541 0.0068 0.4283 0.0132 0.6994 0.0125 0.2711 0.0100 0.00237 1.807 
2457070.58641 -2.0399 0.0111 -1.6355 0.0081 -1.3721 0.0067 0.4044 0.0134 0.6678 0.0126 0.2634 0.0100 0.00237 1.811 
2457070.58748 -2.0648 0.0113 -1.6359 0.0082 -1.3811 0.0068 0.4289 0.0136 0.6837 0.0128 0.2548 0.0102 0.00237 1.817 
2457070.58800 -2.0585 0.0112 -1.6475 0.0084 -1.3717 0.0069 0.4110 0.0137 0.6868 0.0128 0.2758 0.0104 0.00237 1.821 
2457070.58853 -2.0695 0.0113 -1.6602 0.0082 -1.3928 0.0068 0.4093 0.0136 0.6767 0.0128 0.2674 0.0102 0.00237 1.824 
2457070.58905 -2.0600 0.0114 -1.6442 0.0082 -1.3706 0.0070 0.4158 0.0137 0.6894 0.0130 0.2736 0.0103 0.00237 1.827 
2457070.58958 -2.0616 0.0111 -1.6313 0.0082 -1.3766 0.0069 0.4303 0.0135 0.6850 0.0127 0.2547 0.0102 0.00237 1.831 
2457070.60266 -2.0307 0.0112 -1.5753 0.0079 -1.3100 0.0068 0.4554 0.0134 0.7207 0.0127 0.2653 0.0099 0.00237 1.917 
2457070.60319 -2.0343 0.0116 -1.5984 0.0080 -1.3306 0.0067 0.4359 0.0138 0.7037 0.0130 0.2678 0.0099 0.00237 1.921 
2457070.60372 -2.0178 0.0113 -1.5960 0.0080 -1.3343 0.0068 0.4218 0.0135 0.6835 0.0128 0.2617 0.0100 0.00237 1.925 
