JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 5, Filter: V, JD: geocentric
2457070.60425 -2.0462 0.0114 -1.6057 0.0081 -1.3293 0.0066 0.4405 0.0136 0.7169 0.0128 0.2764 0.0100 0.00237 1.928 
2457070.60477 -2.0358 0.0112 -1.6254 0.0082 -1.3364 0.0066 0.4104 0.0135 0.6994 0.0126 0.2890 0.0100 0.00237 1.932 
2457070.60530 -2.0380 0.0116 -1.6073 0.0081 -1.3284 0.0065 0.4307 0.0138 0.7096 0.0129 0.2789 0.0099 0.00237 1.936 
2457070.60582 -2.0567 0.0115 -1.6116 0.0081 -1.3369 0.0068 0.4451 0.0137 0.7198 0.0130 0.2747 0.0101 0.00237 1.939 
2457070.60635 -2.0509 0.0119 -1.6201 0.0083 -1.3289 0.0069 0.4308 0.0142 0.7220 0.0134 0.2912 0.0103 0.00237 1.943 
2457070.60688 -2.0288 0.0118 -1.6158 0.0084 -1.3270 0.0070 0.4130 0.0141 0.7018 0.0133 0.2888 0.0104 0.00237 1.946 
2457070.60741 -2.0306 0.0114 -1.6047 0.0083 -1.3392 0.0068 0.4259 0.0138 0.6914 0.0129 0.2655 0.0102 0.00237 1.950 
2457070.60794 -2.0310 0.0113 -1.5856 0.0079 -1.3225 0.0067 0.4454 0.0135 0.7085 0.0128 0.2631 0.0099 0.00237 1.954 
2457070.60846 -2.0458 0.0118 -1.6051 0.0079 -1.3494 0.0069 0.4407 0.0139 0.6964 0.0133 0.2557 0.0100 0.00237 1.957 
2457070.60953 -2.0522 0.0115 -1.6343 0.0083 -1.3441 0.0069 0.4179 0.0138 0.7081 0.0130 0.2902 0.0103 0.00237 1.965 
2457070.61005 -2.0419 0.0116 -1.6307 0.0084 -1.3532 0.0069 0.4112 0.0140 0.6887 0.0131 0.2775 0.0104 0.00237 1.969 
2457070.61058 -2.0443 0.0118 -1.6346 0.0084 -1.3586 0.0068 0.4097 0.0141 0.6857 0.0132 0.2760 0.0103 0.00237 1.972 
2457070.61111 -2.0493 0.0115 -1.6184 0.0081 -1.3549 0.0067 0.4309 0.0137 0.6944 0.0129 0.2635 0.0100 0.00237 1.976 
2457070.61163 -2.0585 0.0119 -1.6081 0.0082 -1.3385 0.0069 0.4504 0.0141 0.7200 0.0134 0.2696 0.0102 0.00237 1.980 
2457070.61216 -2.0436 0.0116 -1.6193 0.0080 -1.3499 0.0067 0.4243 0.0138 0.6937 0.0130 0.2694 0.0099 0.00237 1.983 
2457070.61269 -2.0529 0.0117 -1.6150 0.0082 -1.3546 0.0071 0.4379 0.0140 0.6983 0.0133 0.2604 0.0104 0.00237 1.987 
2457070.61321 -2.0380 0.0117 -1.6189 0.0081 -1.3434 0.0067 0.4191 0.0139 0.6946 0.0131 0.2755 0.0100 0.00237 1.991 
2457070.61374 -2.0525 0.0117 -1.6132 0.0081 -1.3373 0.0067 0.4393 0.0139 0.7152 0.0131 0.2759 0.0100 0.00237 1.995 
2457070.61427 -2.0588 0.0120 -1.6194 0.0080 -1.3357 0.0068 0.4394 0.0141 0.7231 0.0134 0.2837 0.0100 0.00237 1.998 
2457070.61480 -2.0376 0.0112 -1.6122 0.0078 -1.3407 0.0067 0.4254 0.0133 0.6969 0.0127 0.2715 0.0098 0.00237 2.002 
2457070.61532 -2.0622 0.0119 -1.6188 0.0081 -1.3565 0.0068 0.4434 0.0141 0.7057 0.0133 0.2623 0.0101 0.00237 2.006 
2457070.61586 -2.0323 0.0113 -1.6052 0.0081 -1.3512 0.0067 0.4271 0.0136 0.6811 0.0128 0.2540 0.0100 0.00237 2.010 
2457070.61639 -2.0278 0.0111 -1.6110 0.0080 -1.3380 0.0068 0.4168 0.0133 0.6898 0.0126 0.2730 0.0100 0.00237 2.014 
2457070.61692 -2.0567 0.0116 -1.6171 0.0081 -1.3507 0.0067 0.4396 0.0138 0.7060 0.0130 0.2664 0.0100 0.00237 2.017 
2457070.61745 -2.0518 0.0115 -1.6190 0.0081 -1.3521 0.0067 0.4328 0.0137 0.6997 0.0129 0.2669 0.0100 0.00237 2.021 
2457070.61799 -2.0333 0.0112 -1.6047 0.0078 -1.3496 0.0070 0.4286 0.0133 0.6837 0.0128 0.2551 0.0100 0.00237 2.025 
2457070.61852 -2.0374 0.0114 -1.6086 0.0079 -1.3500 0.0067 0.4288 0.0135 0.6874 0.0129 0.2586 0.0099 0.00237 2.029 
2457070.61904 -2.0335 0.0115 -1.6302 0.0082 -1.3446 0.0067 0.4033 0.0138 0.6889 0.0129 0.2856 0.0101 0.00237 2.033 
2457070.61957 -2.0130 0.0112 -1.6107 0.0081 -1.3368 0.0066 0.4023 0.0135 0.6762 0.0126 0.2739 0.0100 0.00237 2.037 
2457070.62064 -2.0859 0.0116 -1.6352 0.0081 -1.3920 0.0067 0.4507 0.0138 0.6939 0.0130 0.2432 0.0100 0.00237 2.044 
2457070.62116 -2.0738 0.0111 -1.6441 0.0081 -1.3789 0.0067 0.4297 0.0134 0.6949 0.0126 0.2652 0.0100 0.00237 2.048 
2457070.62170 -2.0539 0.0113 -1.6227 0.0079 -1.3625 0.0071 0.4312 0.0135 0.6914 0.0130 0.2602 0.0101 0.00237 2.052 
2457070.62222 -2.0789 0.0111 -1.6462 0.0083 -1.3839 0.0068 0.4327 0.0135 0.6950 0.0126 0.2623 0.0102 0.00237 2.056 
2457070.62275 -2.0646 0.0112 -1.6342 0.0082 -1.3672 0.0067 0.4304 0.0135 0.6974 0.0127 0.2670 0.0101 0.00237 2.060 
2457070.62330 -2.0554 0.0114 -1.6525 0.0082 -1.3805 0.0068 0.4029 0.0137 0.6749 0.0129 0.2720 0.0102 0.00237 2.064 
2457070.62383 -2.0512 0.0118 -1.6185 0.0082 -1.3420 0.0067 0.4327 0.0140 0.7092 0.0132 0.2765 0.0101 0.00237 2.068 
2457070.62435 -2.0472 0.0113 -1.6495 0.0083 -1.3519 0.0067 0.3977 0.0137 0.6953 0.0128 0.2976 0.0102 0.00237 2.071 
2457070.62488 -2.0515 0.0114 -1.6256 0.0084 -1.3537 0.0069 0.4259 0.0138 0.6978 0.0129 0.2719 0.0104 0.00237 2.075 
2457070.62542 -2.0720 0.0123 -1.6365 0.0085 -1.3670 0.0068 0.4355 0.0146 0.7050 0.0137 0.2695 0.0104 0.00237 2.079 
2457070.62595 -2.0838 0.0122 -1.6279 0.0083 -1.3670 0.0069 0.4559 0.0144 0.7168 0.0136 0.2609 0.0103 0.00237 2.083 
2457070.62648 -2.0920 0.0121 -1.6569 0.0087 -1.3720 0.0072 0.4351 0.0146 0.7200 0.0137 0.2849 0.0108 0.00237 2.087 
2457070.62701 -2.0520 0.0116 -1.6399 0.0086 -1.3579 0.0069 0.4121 0.0141 0.6941 0.0131 0.2820 0.0105 0.00237 2.091 
2457070.62755 -2.0480 0.0118 -1.6467 0.0083 -1.3714 0.0070 0.4013 0.0141 0.6766 0.0133 0.2753 0.0104 0.00237 2.095 
2457070.62808 -2.0570 0.0120 -1.6096 0.0082 -1.3591 0.0069 0.4474 0.0142 0.6979 0.0135 0.2505 0.0102 0.00237 2.099 
2457070.62861 -2.0676 0.0114 -1.6366 0.0086 -1.3527 0.0068 0.4310 0.0139 0.7149 0.0129 0.2839 0.0105 0.00237 2.103 
2457070.62914 -2.0540 0.0116 -1.6420 0.0087 -1.3573 0.0070 0.4120 0.0142 0.6967 0.0132 0.2847 0.0107 0.00237 2.107 
2457070.62968 -2.0522 0.0117 -1.6254 0.0082 -1.3608 0.0069 0.4268 0.0140 0.6914 0.0132 0.2646 0.0102 0.00237 2.111 
2457070.63021 -2.0461 0.0119 -1.6159 0.0085 -1.3563 0.0068 0.4302 0.0143 0.6898 0.0133 0.2596 0.0104 0.00237 2.115 
2457070.63074 -2.0723 0.0118 -1.6341 0.0087 -1.3538 0.0069 0.4382 0.0143 0.7185 0.0133 0.2803 0.0106 0.00237 2.119 
2457070.63127 -2.0470 0.0121 -1.6034 0.0083 -1.3462 0.0070 0.4436 0.0143 0.7008 0.0136 0.2572 0.0104 0.00237 2.123 
2457070.63181 -2.0585 0.0122 -1.6403 0.0084 -1.3622 0.0070 0.4182 0.0145 0.6963 0.0137 0.2781 0.0104 0.00237 2.127 
2457070.63234 -2.0353 0.0117 -1.6083 0.0083 -1.3599 0.0070 0.4270 0.0140 0.6754 0.0133 0.2484 0.0104 0.00237 2.131 
2457070.63287 -2.0692 0.0121 -1.6128 0.0082 -1.3340 0.0068 0.4564 0.0143 0.7352 0.0135 0.2788 0.0102 0.00237 2.135 
2457070.63340 -2.0581 0.0120 -1.6304 0.0085 -1.3515 0.0070 0.4277 0.0144 0.7066 0.0135 0.2789 0.0105 0.00237 2.139 
2457070.63392 -2.0682 0.0124 -1.6164 0.0084 -1.3593 0.0072 0.4518 0.0146 0.7089 0.0140 0.2571 0.0106 0.00237 2.143 
2457070.63446 -2.0418 0.0116 -1.6188 0.0084 -1.3448 0.0070 0.4230 0.0140 0.6970 0.0132 0.2740 0.0104 0.00237 2.147 
2457070.63498 -2.0607 0.0123 -1.6278 0.0084 -1.3604 0.0072 0.4329 0.0145 0.7003 0.0139 0.2674 0.0105 0.00237 2.151 
2457070.63551 -2.0451 0.0121 -1.6022 0.0084 -1.3569 0.0071 0.4429 0.0143 0.6882 0.0137 0.2453 0.0104 0.00237 2.155 
2457070.63604 -2.0385 0.0115 -1.6131 0.0083 -1.3336 0.0069 0.4254 0.0138 0.7049 0.0130 0.2795 0.0103 0.00237 2.159 
2457070.63656 -2.0481 0.0118 -1.6175 0.0082 -1.3556 0.0069 0.4306 0.0140 0.6925 0.0133 0.2619 0.0102 0.00237 2.163 
2457070.63710 -2.0597 0.0122 -1.6101 0.0081 -1.3522 0.0071 0.4496 0.0143 0.7075 0.0137 0.2579 0.0103 0.00237 2.167 
2457070.63763 -2.0244 0.0117 -1.6017 0.0083 -1.3282 0.0069 0.4227 0.0140 0.6962 0.0132 0.2735 0.0102 0.00237 2.171 
2457070.63816 -2.0498 0.0117 -1.6446 0.0084 -1.3496 0.0070 0.4052 0.0141 0.7002 0.0133 0.2950 0.0104 0.00237 2.175 
2457070.63868 -2.0658 0.0115 -1.6170 0.0083 -1.3410 0.0070 0.4488 0.0138 0.7248 0.0131 0.2760 0.0104 0.00237 2.179 
2457070.63921 -2.0330 0.0117 -1.6194 0.0083 -1.3490 0.0071 0.4136 0.0140 0.6840 0.0133 0.2704 0.0104 0.00237 2.183 
2457070.63974 -2.0525 0.0120 -1.6123 0.0085 -1.3577 0.0072 0.4402 0.0144 0.6948 0.0136 0.2546 0.0107 0.00237 2.187 
2457070.64028 -2.0531 0.0120 -1.6353 0.0087 -1.3480 0.0069 0.4178 0.0145 0.7051 0.0135 0.2873 0.0106 0.00237 2.191 
2457070.64080 -2.0628 0.0117 -1.6182 0.0085 -1.3545 0.0070 0.4446 0.0141 0.7083 0.0133 0.2637 0.0105 0.00237 2.195 
2457070.64133 -2.0624 0.0121 -1.6213 0.0085 -1.3519 0.0070 0.4411 0.0145 0.7105 0.0136 0.2694 0.0105 0.00237 2.199 
2457070.64186 -2.0770 0.0123 -1.6438 0.0084 -1.3449 0.0072 0.4332 0.0145 0.7321 0.0139 0.2989 0.0105 0.00237 2.204 
2457070.64238 -2.0616 0.0117 -1.6223 0.0084 -1.3422 0.0071 0.4393 0.0141 0.7194 0.0133 0.2801 0.0105 0.00237 2.208 
2457070.64292 -2.0569 0.0120 -1.6215 0.0084 -1.3459 0.0070 0.4354 0.0143 0.7110 0.0135 0.2756 0.0104 0.00237 2.212 
2457070.64347 -2.0658 0.0118 -1.6396 0.0084 -1.3645 0.0071 0.4262 0.0141 0.7013 0.0134 0.2751 0.0105 0.00237 2.216 
2457070.64401 -2.0482 0.0116 -1.6376 0.0084 -1.3593 0.0070 0.4106 0.0140 0.6889 0.0132 0.2783 0.0104 0.00237 2.220 
2457070.64454 -2.0473 0.0116 -1.6429 0.0087 -1.3637 0.0070 0.4044 0.0142 0.6836 0.0132 0.2792 0.0107 0.00237 2.224 
2457070.64506 -2.0789 0.0120 -1.6504 0.0083 -1.3733 0.0071 0.4285 0.0143 0.7056 0.0136 0.2771 0.0104 0.00237 2.228 
2457070.64559 -2.0576 0.0117 -1.6361 0.0086 -1.3644 0.0069 0.4215 0.0142 0.6932 0.0132 0.2717 0.0105 0.00237 2.232 
2457070.64612 -2.0545 0.0118 -1.6237 0.0086 -1.3652 0.0070 0.4308 0.0143 0.6893 0.0133 0.2585 0.0106 0.00237 2.236 
2457070.64664 -2.0303 0.0116 -1.6352 0.0084 -1.3443 0.0068 0.3951 0.0140 0.6860 0.0131 0.2909 0.0103 0.00237 2.240 
2457070.64718 -2.0546 0.0116 -1.6351 0.0086 -1.3435 0.0070 0.4195 0.0141 0.7111 0.0132 0.2916 0.0106 0.00237 2.245 
2457070.64771 -2.0651 0.0119 -1.6254 0.0083 -1.3665 0.0068 0.4397 0.0142 0.6986 0.0133 0.2589 0.0102 0.00237 2.249 
2457070.64823 -2.0562 0.0116 -1.6277 0.0085 -1.3630 0.0071 0.4285 0.0140 0.6932 0.0132 0.2647 0.0106 0.00237 2.253 
2457070.64876 -2.0533 0.0117 -1.6199 0.0085 -1.3574 0.0071 0.4334 0.0141 0.6959 0.0133 0.2625 0.0106 0.00237 2.257 
2457070.64929 -2.0433 0.0120 -1.6247 0.0084 -1.3394 0.0070 0.4186 0.0143 0.7039 0.0135 0.2853 0.0104 0.00237 2.261 
2457070.64982 -2.0518 0.0119 -1.6195 0.0084 -1.3509 0.0069 0.4323 0.0142 0.7009 0.0134 0.2686 0.0104 0.00237 2.265 
2457070.65035 -2.0345 0.0114 -1.6198 0.0085 -1.3491 0.0069 0.4147 0.0139 0.6854 0.0129 0.2707 0.0105 0.00237 2.269 
2457070.65088 -2.0531 0.0119 -1.6257 0.0088 -1.3606 0.0071 0.4274 0.0145 0.6925 0.0135 0.2651 0.0108 0.00237 2.273 
2457070.65140 -2.0342 0.0119 -1.6125 0.0086 -1.3476 0.0069 0.4217 0.0143 0.6866 0.0134 0.2649 0.0105 0.00237 2.277 
2457070.65193 -2.0672 0.0117 -1.6351 0.0086 -1.3582 0.0069 0.4321 0.0142 0.7090 0.0132 0.2769 0.0105 0.00237 2.282 
2457070.65246 -2.0440 0.0116 -1.6144 0.0082 -1.3686 0.0070 0.4296 0.0139 0.6754 0.0132 0.2458 0.0103 0.00237 2.286 
2457070.65299 -2.0688 0.0119 -1.6330 0.0085 -1.3529 0.0071 0.4358 0.0143 0.7159 0.0135 0.2801 0.0106 0.00237 2.290 
2457070.65352 -2.0564 0.0121 -1.6179 0.0086 -1.3466 0.0073 0.4385 0.0145 0.7098 0.0138 0.2713 0.0108 0.00237 2.294 
2457070.65405 -2.0709 0.0124 -1.6248 0.0085 -1.3634 0.0071 0.4461 0.0147 0.7075 0.0139 0.2614 0.0106 0.00237 2.298 
2457070.65458 -2.0523 0.0123 -1.6153 0.0083 -1.3570 0.0071 0.4370 0.0145 0.6953 0.0138 0.2583 0.0104 0.00237 2.302 
2457070.65510 -2.0741 0.0122 -1.6350 0.0086 -1.3662 0.0071 0.4391 0.0146 0.7079 0.0137 0.2688 0.0107 0.00237 2.306 
2457070.65564 -2.0511 0.0122 -1.6269 0.0086 -1.3587 0.0071 0.4242 0.0146 0.6924 0.0137 0.2682 0.0107 0.00237 2.311 
2457070.65617 -2.0513 0.0121 -1.6212 0.0087 -1.3395 0.0070 0.4301 0.0146 0.7118 0.0136 0.2817 0.0107 0.00237 2.315 
2457070.65669 -2.0381 0.0120 -1.6267 0.0087 -1.3610 0.0070 0.4114 0.0145 0.6771 0.0135 0.2657 0.0107 0.00237 2.319 
2457070.65722 -2.0377 0.0118 -1.6206 0.0082 -1.3565 0.0073 0.4171 0.0140 0.6812 0.0135 0.2641 0.0105 0.00237 2.323 
2457070.65774 -2.0864 0.0123 -1.6483 0.0085 -1.3827 0.0070 0.4381 0.0146 0.7037 0.0138 0.2656 0.0105 0.00237 2.327 
2457070.65827 -2.0663 0.0120 -1.6438 0.0087 -1.3601 0.0071 0.4225 0.0145 0.7062 0.0136 0.2837 0.0107 0.00237 2.331 
2457070.65881 -2.0545 0.0123 -1.6318 0.0087 -1.3729 0.0074 0.4227 0.0147 0.6816 0.0140 0.2589 0.0109 0.00237 2.335 
2457070.65933 -2.0943 0.0128 -1.6545 0.0085 -1.3871 0.0074 0.4398 0.0150 0.7072 0.0144 0.2674 0.0108 0.00237 2.340 
2457070.65986 -2.0598 0.0122 -1.6442 0.0088 -1.3561 0.0071 0.4156 0.0147 0.7037 0.0137 0.2881 0.0108 0.00237 2.344 
2457070.66038 -2.0742 0.0123 -1.6357 0.0086 -1.3522 0.0071 0.4385 0.0147 0.7220 0.0138 0.2835 0.0107 0.00237 2.348 
2457070.66091 -2.0457 0.0122 -1.6386 0.0087 -1.3478 0.0073 0.4071 0.0146 0.6979 0.0138 0.2908 0.0109 0.00237 2.352 
2457070.66145 -2.0608 0.0124 -1.6260 0.0085 -1.3525 0.0072 0.4348 0.0147 0.7083 0.0140 0.2735 0.0107 0.00237 2.356 
2457070.66197 -2.0608 0.0121 -1.6485 0.0087 -1.3589 0.0072 0.4123 0.0146 0.7019 0.0137 0.2896 0.0108 0.00237 2.360 
2457070.66250 -2.0621 0.0121 -1.6518 0.0088 -1.3735 0.0073 0.4103 0.0146 0.6886 0.0138 0.2783 0.0109 0.00237 2.364 
2457070.66302 -2.0747 0.0121 -1.6405 0.0084 -1.3652 0.0071 0.4342 0.0144 0.7095 0.0137 0.2753 0.0105 0.00237 2.368 
2457070.66355 -2.0760 0.0122 -1.6355 0.0085 -1.3635 0.0072 0.4405 0.0145 0.7125 0.0138 0.2720 0.0107 0.00237 2.373 
2457070.66462 -2.1811 0.0125 -1.7536 0.0084 -1.4830 0.0071 0.4275 0.0147 0.6981 0.0141 0.2706 0.0106 0.00237 2.381 
2457070.66515 -2.1753 0.0121 -1.7430 0.0084 -1.4859 0.0072 0.4323 0.0144 0.6894 0.0137 0.2571 0.0106 0.00237 2.385 
2457070.66567 -2.1669 0.0124 -1.7767 0.0088 -1.4861 0.0072 0.3902 0.0149 0.6808 0.0140 0.2906 0.0109 0.00237 2.389 
2457070.66622 -2.1644 0.0119 -1.7626 0.0087 -1.4745 0.0071 0.4018 0.0144 0.6899 0.0135 0.2881 0.0107 0.00237 2.393 
2457070.66675 -2.1787 0.0124 -1.7591 0.0087 -1.4806 0.0071 0.4196 0.0148 0.6981 0.0140 0.2785 0.0108 0.00237 2.398 
2457070.66728 -2.1858 0.0124 -1.7561 0.0087 -1.4687 0.0071 0.4297 0.0148 0.7171 0.0139 0.2874 0.0107 0.00237 2.402 
2457070.66837 -2.1769 0.0119 -1.7403 0.0085 -1.4692 0.0071 0.4366 0.0143 0.7077 0.0135 0.2711 0.0107 0.00237 2.410 
2457070.66890 -2.1710 0.0124 -1.7565 0.0091 -1.4588 0.0072 0.4145 0.0150 0.7122 0.0140 0.2977 0.0111 0.00237 2.415 
2457070.66944 -2.1751 0.0127 -1.7584 0.0091 -1.4799 0.0074 0.4167 0.0153 0.6952 0.0143 0.2785 0.0112 0.00237 2.419 
2457070.66999 -2.1734 0.0122 -1.7560 0.0090 -1.4656 0.0073 0.4174 0.0148 0.7078 0.0138 0.2904 0.0111 0.00237 2.423 
2457070.67053 -2.1529 0.0118 -1.7397 0.0091 -1.4470 0.0071 0.4132 0.0146 0.7059 0.0134 0.2927 0.0111 0.00237 2.427 
2457070.67108 -2.1796 0.0125 -1.7397 0.0087 -1.4721 0.0073 0.4399 0.0149 0.7075 0.0141 0.2676 0.0109 0.00237 2.432 
2457070.67162 -2.1807 0.0122 -1.7406 0.0091 -1.4510 0.0073 0.4401 0.0149 0.7297 0.0138 0.2896 0.0112 0.00237 2.436 
2457070.67216 -2.1518 0.0123 -1.7024 0.0089 -1.4441 0.0072 0.4494 0.0148 0.7077 0.0139 0.2583 0.0110 0.00237 2.440 
2457070.67271 -2.1393 0.0123 -1.7254 0.0090 -1.4463 0.0071 0.4139 0.0149 0.6930 0.0138 0.2791 0.0110 0.00237 2.444 
2457070.67324 -2.1208 0.0122 -1.7155 0.0086 -1.4362 0.0072 0.4053 0.0146 0.6846 0.0138 0.2793 0.0107 0.00237 2.448 
2457070.67379 -2.1513 0.0125 -1.7431 0.0091 -1.4546 0.0072 0.4082 0.0151 0.6967 0.0141 0.2885 0.0111 0.00237 2.453 
2457070.67433 -2.1586 0.0127 -1.7332 0.0087 -1.4352 0.0071 0.4254 0.0151 0.7234 0.0142 0.2980 0.0107 0.00237 2.457 
2457070.67487 -2.1481 0.0124 -1.7198 0.0087 -1.4597 0.0071 0.4283 0.0148 0.6884 0.0139 0.2601 0.0107 0.00237 2.461 
2457070.67540 -2.1566 0.0125 -1.7104 0.0089 -1.4545 0.0075 0.4462 0.0150 0.7021 0.0142 0.2559 0.0112 0.00237 2.465 
2457070.67594 -2.1616 0.0119 -1.7056 0.0088 -1.4372 0.0073 0.4560 0.0145 0.7244 0.0136 0.2684 0.0109 0.00237 2.469 
2457070.67648 -2.1479 0.0119 -1.7340 0.0089 -1.4434 0.0072 0.4139 0.0145 0.7045 0.0135 0.2906 0.0110 0.00237 2.474 
2457070.67701 -2.1510 0.0127 -1.6956 0.0088 -1.4356 0.0073 0.4554 0.0151 0.7154 0.0143 0.2600 0.0109 0.00237 2.478 
2457070.67755 -2.1842 0.0131 -1.7084 0.0088 -1.4430 0.0073 0.4758 0.0154 0.7412 0.0146 0.2654 0.0109 0.00237 2.482 
2457070.67809 -2.1332 0.0132 -1.6713 0.0086 -1.4404 0.0074 0.4619 0.0154 0.6928 0.0148 0.2309 0.0109 0.00237 2.486 
2457070.67862 -2.1289 0.0130 -1.7044 0.0090 -1.4364 0.0074 0.4245 0.0155 0.6925 0.0146 0.2680 0.0112 0.00237 2.490 
2457070.67916 -2.1375 0.0128 -1.7070 0.0091 -1.4377 0.0075 0.4305 0.0154 0.6998 0.0145 0.2693 0.0113 0.00237 2.494 
2457070.67970 -2.1469 0.0132 -1.7202 0.0090 -1.4515 0.0073 0.4267 0.0156 0.6954 0.0147 0.2687 0.0111 0.00237 2.498 
2457070.68023 -2.1371 0.0128 -1.7122 0.0087 -1.4393 0.0072 0.4249 0.0151 0.6978 0.0143 0.2729 0.0108 0.00237 2.503 
2457070.68076 -2.1397 0.0128 -1.7000 0.0090 -1.4508 0.0075 0.4397 0.0153 0.6889 0.0145 0.2492 0.0112 0.00237 2.507 
2457070.68131 -2.1313 0.0130 -1.6968 0.0089 -1.4259 0.0073 0.4345 0.0154 0.7054 0.0145 0.2709 0.0110 0.00237 2.511 
2457070.68184 -2.1212 0.0127 -1.7037 0.0091 -1.4348 0.0075 0.4175 0.0153 0.6864 0.0144 0.2689 0.0113 0.00237 2.515 
2457070.68238 -2.1314 0.0129 -1.6883 0.0089 -1.4176 0.0073 0.4431 0.0153 0.7138 0.0145 0.2707 0.0110 0.00237 2.519 
2457070.68292 -2.1451 0.0132 -1.6958 0.0094 -1.4400 0.0076 0.4493 0.0159 0.7051 0.0149 0.2558 0.0116 0.00237 2.523 
2457070.68345 -2.1415 0.0132 -1.7073 0.0092 -1.4441 0.0077 0.4342 0.0158 0.6974 0.0149 0.2632 0.0115 0.00237 2.527 
2457070.68399 -2.1383 0.0138 -1.6939 0.0090 -1.4217 0.0077 0.4444 0.0161 0.7166 0.0154 0.2722 0.0114 0.00237 2.531 
2457070.68452 -2.0591 0.0127 -1.6827 0.0095 -1.4073 0.0078 0.3764 0.0155 0.6518 0.0145 0.2754 0.0118 0.00237 2.535 
2457070.68506 -2.1242 0.0136 -1.6842 0.0096 -1.5014 0.0084 0.4400 0.0163 0.6228 0.0156 0.1828 0.0123 0.00237 2.539 
2457070.68559 -2.0841 0.0138 -1.6570 0.0097 -1.7197 0.0102 0.4271 0.0165 0.3644 0.0168 -0.0627 0.0137 0.00237 2.543 
