JD V-C s1 V-C1 s2 V-C2 s3 V-C3 s4 V-C4 s5 C-C1 s6 C-C2 s7 C-C3 s8 C-C4 s9 C1-C2 s10 C1-C3 s11 C1-C4 s12 C2-C3 s13 C2-C4 s14 C3-C4 s15 HELCOR AIRMASS 
Aperture: 3, Filter: I, JD: geocentric
2456972.42696 -5.1742 0.0442 -2.7574 0.0053 -6.2883 0.1004 -5.4514 0.0468 -5.4249 0.0462 2.4168 0.0445 -1.1141 0.1097 -0.2772 0.0644 -0.2507 0.0639 -3.5309 0.1005 -2.6940 0.0471 -2.6675 0.0465 0.8369 0.1108 0.8634 0.1105 0.0265 0.0658 0.00334 1.176 
2456972.42752 -5.2792 0.0461 -2.8291 0.0055 99.9999 9.9999 -5.4656 0.0463 -5.5637 0.0489 2.4501 0.0464 99.9999 9.9999 -0.1864 0.0653 -0.2845 0.0672 99.9999 9.9999 -2.6365 0.0466 -2.7346 0.0492 99.9999 9.9999 99.9999 9.9999 -0.0981 0.0673 0.00334 1.175 
2456972.42808 -5.2259 0.0440 -2.7400 0.0051 -6.3328 0.0963 -5.5238 0.0470 -5.5117 0.0481 2.4859 0.0443 -1.1069 0.1059 -0.2979 0.0644 -0.2858 0.0652 -3.5928 0.0964 -2.7838 0.0473 -2.7717 0.0484 0.8090 0.1072 0.8211 0.1076 0.0121 0.0673 0.00334 1.173 
2456972.42869 -5.2097 0.0408 -2.7719 0.0052 -6.1838 0.0838 -5.5604 0.0484 -5.5045 0.0470 2.4378 0.0411 -0.9741 0.0932 -0.3507 0.0633 -0.2948 0.0622 -3.4119 0.0840 -2.7885 0.0487 -2.7326 0.0473 0.6234 0.0968 0.6793 0.0961 0.0559 0.0675 0.00334 1.172 
2456972.42925 -5.1672 0.0388 -2.7802 0.0051 99.9999 9.9999 -5.5180 0.0474 -5.4439 0.0444 2.3870 0.0391 99.9999 9.9999 -0.3508 0.0613 -0.2767 0.0590 99.9999 9.9999 -2.7378 0.0477 -2.6637 0.0447 99.9999 9.9999 99.9999 9.9999 0.0741 0.0649 0.00334 1.171 
2456972.42981 -5.2199 0.0406 -2.7843 0.0050 -6.1683 0.0763 -5.5277 0.0441 -5.5650 0.0476 2.4356 0.0409 -0.9484 0.0864 -0.3078 0.0599 -0.3451 0.0626 -3.3840 0.0765 -2.7434 0.0444 -2.7807 0.0479 0.6406 0.0881 0.6033 0.0899 -0.0373 0.0649 0.00334 1.169 
2456972.43038 -5.2090 0.0398 -2.8016 0.0050 -6.1786 0.0768 -5.5148 0.0429 -5.4919 0.0410 2.4074 0.0401 -0.9696 0.0865 -0.3058 0.0585 -0.2829 0.0571 -3.3770 0.0770 -2.7132 0.0432 -2.6903 0.0413 0.6638 0.0880 0.6867 0.0871 0.0229 0.0593 0.00334 1.168 
2456972.43094 -5.2114 0.0396 -2.8113 0.0051 -6.2200 0.0788 -5.4807 0.0434 -5.5236 0.0445 2.4001 0.0399 -1.0086 0.0882 -0.2693 0.0588 -0.3122 0.0596 -3.4087 0.0790 -2.6694 0.0437 -2.7123 0.0448 0.7393 0.0900 0.6964 0.0905 -0.0429 0.0622 0.00334 1.166 
2456972.43150 -5.1853 0.0376 99.9999 9.9999 -6.2678 0.0788 -5.5096 0.0408 -5.5677 0.0432 99.9999 9.9999 -1.0825 0.0873 -0.3243 0.0555 -0.3824 0.0573 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.7582 0.0887 0.7001 0.0899 -0.0581 0.0594 0.00334 1.165 
2456972.43207 -5.1938 0.0381 -2.7759 0.0049 -6.3067 0.0867 -5.5281 0.0423 -5.4847 0.0402 2.4179 0.0384 -1.1129 0.0947 -0.3343 0.0569 -0.2909 0.0554 -3.5308 0.0868 -2.7522 0.0426 -2.7088 0.0405 0.7786 0.0965 0.8220 0.0956 0.0434 0.0584 0.00334 1.164 
2456972.43262 -5.2429 0.0413 -2.7878 0.0050 -6.1689 0.0758 -5.4949 0.0439 -5.5163 0.0452 2.4551 0.0416 -0.9260 0.0863 -0.2520 0.0603 -0.2734 0.0612 -3.3811 0.0760 -2.7071 0.0442 -2.7285 0.0455 0.6740 0.0876 0.6526 0.0883 -0.0214 0.0630 0.00334 1.162 
2456972.43319 -5.2831 0.0438 -2.8023 0.0051 -6.2383 0.0818 -5.5354 0.0451 -5.5745 0.0479 2.4808 0.0441 -0.9552 0.0928 -0.2523 0.0629 -0.2914 0.0649 -3.4360 0.0820 -2.7331 0.0454 -2.7722 0.0482 0.7029 0.0934 0.6638 0.0948 -0.0391 0.0658 0.00334 1.161 
2456972.43376 -5.2398 0.0429 -2.7652 0.0050 -6.2130 0.0809 -5.5380 0.0454 -5.5454 0.0485 2.4746 0.0432 -0.9732 0.0916 -0.2982 0.0625 -0.3056 0.0648 -3.4478 0.0810 -2.7728 0.0457 -2.7802 0.0487 0.6750 0.0928 0.6676 0.0943 -0.0074 0.0664 0.00334 1.160 
2456972.43431 -5.2550 0.0402 -2.8302 0.0050 -6.3812 0.0925 -5.5527 0.0451 -5.5464 0.0462 2.4248 0.0405 -1.1262 0.1009 -0.2977 0.0604 -0.2914 0.0612 -3.5510 0.0926 -2.7225 0.0454 -2.7162 0.0465 0.8285 0.1029 0.8348 0.1034 0.0063 0.0646 0.00334 1.158 
2456972.43488 -5.1904 0.0385 -2.7904 0.0049 -6.1901 0.0797 -5.5072 0.0407 -5.6159 0.0468 2.4000 0.0388 -0.9997 0.0885 -0.3168 0.0560 -0.4255 0.0606 -3.3997 0.0798 -2.7168 0.0410 -2.8255 0.0470 0.6829 0.0895 0.5742 0.0924 -0.1087 0.0620 0.00334 1.157 
2456972.43545 -5.2572 0.0412 -2.7541 0.0048 -6.2759 0.0841 -5.4926 0.0429 -5.4992 0.0439 2.5031 0.0415 -1.0187 0.0936 -0.2354 0.0595 -0.2420 0.0602 -3.5218 0.0842 -2.7385 0.0432 -2.7451 0.0442 0.7833 0.0944 0.7767 0.0949 -0.0066 0.0614 0.00334 1.156 
2456972.43601 -5.2235 0.0412 -2.7767 0.0050 99.9999 9.9999 -5.5958 0.0470 -5.5085 0.0433 2.4468 0.0415 99.9999 9.9999 -0.3723 0.0625 -0.2850 0.0598 99.9999 9.9999 -2.8191 0.0473 -2.7318 0.0436 99.9999 9.9999 99.9999 9.9999 0.0873 0.0639 0.00334 1.154 
2456972.43657 -5.2228 0.0405 -2.7892 0.0050 -6.2337 0.0802 -5.4899 0.0431 -5.4374 0.0416 2.4336 0.0408 -1.0109 0.0898 -0.2671 0.0591 -0.2146 0.0581 -3.4445 0.0803 -2.7007 0.0434 -2.6482 0.0419 0.7438 0.0910 0.7963 0.0903 0.0525 0.0599 0.00334 1.153 
2456972.43713 -5.2302 0.0412 -2.7733 0.0050 -6.2983 0.0882 -5.4973 0.0465 -5.5673 0.0488 2.4569 0.0415 -1.0681 0.0973 -0.2671 0.0621 -0.3371 0.0639 -3.5250 0.0883 -2.7240 0.0468 -2.7940 0.0490 0.8010 0.0997 0.7310 0.1008 -0.0700 0.0674 0.00334 1.152 
2456972.43771 -5.2623 0.0406 -2.8090 0.0050 -6.1595 0.0790 -5.4977 0.0424 -5.5175 0.0448 2.4533 0.0409 -0.8972 0.0888 -0.2354 0.0587 -0.2552 0.0605 -3.3505 0.0792 -2.6887 0.0427 -2.7085 0.0451 0.6618 0.0897 0.6420 0.0908 -0.0198 0.0617 0.00334 1.151 
2456972.43827 -5.2678 0.0403 -2.8012 0.0050 -6.2797 0.0815 -5.5405 0.0447 -5.5930 0.0469 2.4666 0.0406 -1.0119 0.0909 -0.2727 0.0602 -0.3252 0.0618 -3.4785 0.0816 -2.7393 0.0450 -2.7918 0.0472 0.7392 0.0930 0.6867 0.0940 -0.0525 0.0648 0.00334 1.149 
2456972.43883 -5.2775 0.0413 -2.7811 0.0049 -6.1952 0.0764 -5.5445 0.0447 -5.5367 0.0450 2.4964 0.0416 -0.9177 0.0868 -0.2670 0.0609 -0.2592 0.0611 -3.4141 0.0766 -2.7634 0.0450 -2.7556 0.0453 0.6507 0.0885 0.6585 0.0887 0.0078 0.0634 0.00334 1.148 
2456972.43939 -5.2127 0.0359 -2.8381 0.0050 99.9999 9.9999 -5.5397 0.0419 -5.5360 0.0420 2.3746 0.0362 99.9999 9.9999 -0.3270 0.0552 -0.3233 0.0553 99.9999 9.9999 -2.7016 0.0422 -2.6979 0.0423 99.9999 9.9999 99.9999 9.9999 0.0037 0.0593 0.00334 1.147 
2456972.43995 -5.2759 0.0396 -2.8219 0.0049 99.9999 9.9999 -5.5147 0.0427 -5.5396 0.0444 2.4540 0.0399 99.9999 9.9999 -0.2388 0.0582 -0.2637 0.0595 99.9999 9.9999 -2.6928 0.0430 -2.7177 0.0447 99.9999 9.9999 99.9999 9.9999 -0.0249 0.0616 0.00334 1.146 
2456972.44050 -5.2393 0.0376 -2.8299 0.0049 -6.3459 0.0865 -5.5598 0.0451 -5.6103 0.0453 2.4094 0.0379 -1.1066 0.0943 -0.3205 0.0587 -0.3710 0.0589 -3.5160 0.0866 -2.7299 0.0454 -2.7804 0.0456 0.7861 0.0976 0.7356 0.0976 -0.0505 0.0639 0.00334 1.144 
2456972.44107 -5.2152 0.0386 -2.7899 0.0048 -6.2281 0.0776 -5.5160 0.0432 -5.5637 0.0450 2.4253 0.0389 -1.0129 0.0867 -0.3008 0.0579 -0.3485 0.0593 -3.4382 0.0777 -2.7261 0.0435 -2.7738 0.0452 0.7121 0.0888 0.6644 0.0897 -0.0477 0.0624 0.00334 1.143 
2456972.44163 -5.2146 0.0391 -2.7784 0.0049 -6.3628 0.0918 -5.5040 0.0430 -5.5690 0.0425 2.4362 0.0394 -1.1482 0.0998 -0.2894 0.0581 -0.3544 0.0577 -3.5844 0.0919 -2.7256 0.0433 -2.7906 0.0428 0.8588 0.1014 0.7938 0.1012 -0.0650 0.0605 0.00334 1.142 
2456972.44218 -5.2847 0.0404 -2.8271 0.0049 -6.3756 0.0864 -5.5748 0.0436 -5.5706 0.0437 2.4576 0.0407 -1.0909 0.0954 -0.2901 0.0594 -0.2859 0.0595 -3.5485 0.0865 -2.7477 0.0439 -2.7435 0.0440 0.8008 0.0968 0.8050 0.0968 0.0042 0.0617 0.00334 1.141 
2456972.44275 -5.2259 0.0382 -2.7999 0.0048 -6.2996 0.0801 -5.4975 0.0420 -5.5099 0.0428 2.4260 0.0385 -1.0737 0.0887 -0.2716 0.0568 -0.2840 0.0574 -3.4997 0.0802 -2.6976 0.0423 -2.7100 0.0431 0.8021 0.0904 0.7897 0.0908 -0.0124 0.0600 0.00334 1.139 
2456972.44330 -5.2293 0.0383 -2.8110 0.0049 -6.2181 0.0731 -5.5161 0.0416 -5.5516 0.0427 2.4183 0.0386 -0.9888 0.0825 -0.2868 0.0565 -0.3223 0.0574 -3.4071 0.0733 -2.7051 0.0419 -2.7406 0.0430 0.7020 0.0841 0.6665 0.0847 -0.0355 0.0596 0.00334 1.138 
2456972.44386 -5.2355 0.0366 -2.8413 0.0048 -6.3786 0.0835 -5.5756 0.0416 -5.5185 0.0410 2.3942 0.0369 -1.1431 0.0912 -0.3401 0.0554 -0.2830 0.0550 -3.5373 0.0836 -2.7343 0.0419 -2.6772 0.0413 0.8030 0.0933 0.8601 0.0930 0.0571 0.0584 0.00334 1.137 
2456972.44443 -5.2320 0.0380 99.9999 9.9999 99.9999 9.9999 -5.5070 0.0399 -5.5183 0.0412 99.9999 9.9999 99.9999 9.9999 -0.2750 0.0551 -0.2863 0.0560 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 -0.0113 0.0574 0.00334 1.136 
2456972.44498 -5.2120 0.0369 -2.7929 0.0048 -6.3383 0.0790 -5.5370 0.0420 -5.5577 0.0417 2.4191 0.0372 -1.1263 0.0872 -0.3250 0.0559 -0.3457 0.0557 -3.5454 0.0791 -2.7441 0.0423 -2.7648 0.0420 0.8013 0.0895 0.7806 0.0893 -0.0207 0.0592 0.00334 1.135 
2456972.44554 -5.2350 0.0379 -2.7996 0.0048 -6.2652 0.0774 -5.5459 0.0412 -5.5245 0.0413 2.4354 0.0382 -1.0302 0.0862 -0.3109 0.0560 -0.2895 0.0561 -3.4656 0.0775 -2.7463 0.0415 -2.7249 0.0416 0.7193 0.0877 0.7407 0.0877 0.0214 0.0583 0.00334 1.134 
2456972.44611 -5.3083 0.0411 -2.8237 0.0048 -6.2753 0.0776 -5.5267 0.0414 -5.5439 0.0405 2.4846 0.0414 -0.9670 0.0878 -0.2184 0.0583 -0.2356 0.0577 -3.4516 0.0777 -2.7030 0.0417 -2.7202 0.0408 0.7486 0.0880 0.7314 0.0875 -0.0172 0.0579 0.00334 1.132 
2456972.44666 -5.2387 0.0377 99.9999 9.9999 -6.3212 0.0811 -5.5348 0.0397 -5.5445 0.0411 99.9999 9.9999 -1.0825 0.0894 -0.2961 0.0547 -0.3058 0.0558 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.7864 0.0903 0.7767 0.0909 -0.0097 0.0571 0.00334 1.131 
2456972.44722 -5.2777 0.0399 -2.8181 0.0048 99.9999 9.9999 -5.5238 0.0422 -5.5212 0.0428 2.4596 0.0402 99.9999 9.9999 -0.2461 0.0581 -0.2435 0.0585 99.9999 9.9999 -2.7057 0.0425 -2.7031 0.0431 99.9999 9.9999 99.9999 9.9999 0.0026 0.0601 0.00334 1.130 
2456972.44777 -5.2715 0.0395 -2.8564 0.0049 -6.1424 0.0677 -5.5807 0.0440 -5.5720 0.0440 2.4151 0.0398 -0.8709 0.0784 -0.3092 0.0591 -0.3005 0.0591 -3.2860 0.0679 -2.7243 0.0443 -2.7156 0.0443 0.5617 0.0807 0.5704 0.0807 0.0087 0.0622 0.00334 1.129 
2456972.44834 -5.2678 0.0383 -2.8216 0.0048 -6.3824 0.0803 -5.5084 0.0409 -5.5780 0.0445 2.4462 0.0386 -1.1146 0.0890 -0.2406 0.0560 -0.3102 0.0587 -3.5608 0.0804 -2.6868 0.0412 -2.7564 0.0447 0.8740 0.0901 0.8044 0.0918 -0.0696 0.0604 0.00334 1.128 
2456972.44889 -5.2631 0.0384 -2.8282 0.0048 99.9999 9.9999 -5.5361 0.0401 -5.5410 0.0434 2.4349 0.0387 99.9999 9.9999 -0.2730 0.0555 -0.2779 0.0579 99.9999 9.9999 -2.7079 0.0404 -2.7128 0.0437 99.9999 9.9999 99.9999 9.9999 -0.0049 0.0591 0.00334 1.127 
2456972.44945 -5.2869 0.0386 -2.8239 0.0048 -6.2582 0.0761 -5.5574 0.0424 -5.5768 0.0419 2.4630 0.0389 -0.9713 0.0853 -0.2705 0.0573 -0.2899 0.0570 -3.4343 0.0762 -2.7335 0.0427 -2.7529 0.0422 0.7008 0.0871 0.6814 0.0869 -0.0194 0.0596 0.00334 1.125 
2456972.45002 -5.2664 0.0378 -2.8251 0.0047 -6.4085 0.0851 -5.5796 0.0415 -5.5509 0.0418 2.4413 0.0381 -1.1421 0.0931 -0.3132 0.0561 -0.2845 0.0564 -3.5834 0.0852 -2.7545 0.0418 -2.7258 0.0421 0.8289 0.0947 0.8576 0.0948 0.0287 0.0589 0.00334 1.124 
2456972.45060 -5.3259 0.0457 -2.8338 0.0056 99.9999 9.9999 -5.6023 0.0514 -5.6119 0.0523 2.4921 0.0460 99.9999 9.9999 -0.2764 0.0688 -0.2860 0.0695 99.9999 9.9999 -2.7685 0.0517 -2.7781 0.0526 99.9999 9.9999 99.9999 9.9999 -0.0096 0.0733 0.00334 1.123 
2456972.45116 -5.2530 0.0378 -2.7987 0.0048 -6.2786 0.0770 -5.5021 0.0397 -5.5309 0.0400 2.4543 0.0381 -1.0256 0.0858 -0.2491 0.0548 -0.2779 0.0550 -3.4799 0.0771 -2.7034 0.0400 -2.7322 0.0403 0.7765 0.0866 0.7477 0.0868 -0.0288 0.0564 0.00334 1.122 
2456972.45173 -5.2867 0.0405 -2.8585 0.0048 -6.2505 0.0772 -5.5394 0.0403 -5.5386 0.0395 2.4282 0.0408 -0.9638 0.0872 -0.2527 0.0571 -0.2519 0.0566 -3.3920 0.0773 -2.6809 0.0406 -2.6801 0.0398 0.7111 0.0871 0.7119 0.0867 0.0008 0.0564 0.00334 1.121 
2456972.45230 -5.2827 0.0388 -2.8409 0.0048 -6.3436 0.0811 -5.5190 0.0395 -5.6017 0.0425 2.4418 0.0391 -1.0609 0.0899 -0.2363 0.0554 -0.3190 0.0575 -3.5027 0.0812 -2.6781 0.0398 -2.7608 0.0428 0.8246 0.0902 0.7419 0.0916 -0.0827 0.0580 0.00334 1.120 
2456972.45286 -5.3012 0.0394 -2.8329 0.0049 -6.2924 0.0775 -5.5265 0.0404 -5.6130 0.0453 2.4683 0.0397 -0.9912 0.0869 -0.2253 0.0564 -0.3118 0.0600 -3.4595 0.0776 -2.6936 0.0407 -2.7801 0.0456 0.7659 0.0874 0.6794 0.0898 -0.0865 0.0607 0.00334 1.119 
2456972.45343 -5.3157 0.0400 -2.8594 0.0050 -6.3101 0.0793 -5.6077 0.0433 -5.5942 0.0438 2.4563 0.0403 -0.9944 0.0888 -0.2920 0.0589 -0.2785 0.0593 -3.4507 0.0795 -2.7483 0.0436 -2.7348 0.0441 0.7024 0.0904 0.7159 0.0906 0.0135 0.0616 0.00334 1.118 
2456972.45400 -5.2776 0.0416 -2.8134 0.0051 -6.3270 0.0880 -5.5300 0.0452 -5.5744 0.0460 2.4642 0.0419 -1.0494 0.0973 -0.2524 0.0614 -0.2968 0.0620 -3.5136 0.0881 -2.7166 0.0455 -2.7610 0.0463 0.7970 0.0989 0.7526 0.0993 -0.0444 0.0645 0.00334 1.116 
2456972.45457 -5.3208 0.0407 99.9999 9.9999 99.9999 9.9999 -5.5357 0.0425 -5.5919 0.0432 99.9999 9.9999 99.9999 9.9999 -0.2149 0.0588 -0.2711 0.0594 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 -0.0562 0.0606 0.00334 1.115 
2456972.45513 -5.3005 0.0393 -2.8512 0.0049 -6.3204 0.0800 -5.5438 0.0414 -5.5991 0.0447 2.4493 0.0396 -1.0199 0.0891 -0.2433 0.0571 -0.2986 0.0595 -3.4692 0.0801 -2.6926 0.0417 -2.7479 0.0450 0.7766 0.0901 0.7213 0.0916 -0.0553 0.0609 0.00334 1.114 
2456972.45571 -5.2804 0.0406 -2.8351 0.0050 -6.2870 0.0842 -5.5280 0.0435 -5.5596 0.0466 2.4453 0.0409 -1.0066 0.0935 -0.2476 0.0595 -0.2792 0.0618 -3.4519 0.0843 -2.6929 0.0438 -2.7245 0.0469 0.7590 0.0948 0.7274 0.0962 -0.0316 0.0637 0.00334 1.113 
2456972.45628 -5.2517 0.0396 -2.8582 0.0051 99.9999 9.9999 -5.5355 0.0446 -5.5522 0.0450 2.3935 0.0399 99.9999 9.9999 -0.2838 0.0596 -0.3005 0.0599 99.9999 9.9999 -2.6773 0.0449 -2.6940 0.0453 99.9999 9.9999 99.9999 9.9999 -0.0167 0.0634 0.00334 1.112 
2456972.45685 -5.3046 0.0411 -2.8396 0.0050 -6.4386 0.0926 -5.5797 0.0450 -5.6270 0.0471 2.4650 0.0414 -1.1340 0.1013 -0.2751 0.0609 -0.3224 0.0625 -3.5990 0.0927 -2.7401 0.0453 -2.7874 0.0474 0.8589 0.1030 0.8116 0.1039 -0.0473 0.0651 0.00334 1.111 
2456972.45741 -5.2550 0.0402 -2.8035 0.0049 -6.1999 0.0723 -5.4958 0.0400 -5.5111 0.0403 2.4515 0.0405 -0.9449 0.0827 -0.2408 0.0567 -0.2561 0.0569 -3.3964 0.0725 -2.6923 0.0403 -2.7076 0.0406 0.7041 0.0826 0.6888 0.0828 -0.0153 0.0568 0.00334 1.110 
2456972.45798 -5.3076 0.0403 -2.8655 0.0049 -6.2860 0.0781 -5.5512 0.0426 -5.5364 0.0408 2.4421 0.0406 -0.9784 0.0879 -0.2436 0.0586 -0.2288 0.0573 -3.4205 0.0782 -2.6857 0.0429 -2.6709 0.0411 0.7348 0.0890 0.7496 0.0881 0.0148 0.0590 0.00334 1.109 
2456972.45855 -5.2711 0.0389 -2.8489 0.0050 -6.3902 0.0890 -5.5731 0.0439 -5.5958 0.0446 2.4222 0.0392 -1.1191 0.0971 -0.3020 0.0587 -0.3247 0.0592 -3.5413 0.0891 -2.7242 0.0442 -2.7469 0.0449 0.8171 0.0992 0.7944 0.0995 -0.0227 0.0626 0.00334 1.108 
2456972.45910 -5.2979 0.0399 -2.8291 0.0048 -6.3682 0.0827 -5.5363 0.0421 -5.5278 0.0418 2.4688 0.0402 -1.0703 0.0918 -0.2384 0.0580 -0.2299 0.0578 -3.5391 0.0828 -2.7072 0.0424 -2.6987 0.0421 0.8319 0.0928 0.8404 0.0927 0.0085 0.0593 0.00334 1.107 
2456972.45967 -5.2754 0.0383 -2.8565 0.0048 -6.2911 0.0783 -5.6319 0.0458 -5.5723 0.0429 2.4189 0.0386 -1.0157 0.0872 -0.3565 0.0597 -0.2969 0.0575 -3.4346 0.0784 -2.7754 0.0460 -2.7158 0.0432 0.6592 0.0907 0.7188 0.0893 0.0596 0.0628 0.00334 1.106 
2456972.46024 -5.2894 0.0383 -2.8576 0.0048 -6.3121 0.0763 -5.5260 0.0402 -5.6047 0.0419 2.4318 0.0386 -1.0227 0.0854 -0.2366 0.0555 -0.3153 0.0568 -3.4545 0.0764 -2.6684 0.0405 -2.7471 0.0422 0.7861 0.0862 0.7074 0.0870 -0.0787 0.0581 0.00334 1.105 
2456972.46079 -5.2241 0.0353 -2.8737 0.0049 -6.5226 0.0921 -5.5766 0.0420 -5.5088 0.0395 2.3504 0.0356 -1.2985 0.0986 -0.3525 0.0549 -0.2847 0.0530 -3.6489 0.0922 -2.7029 0.0423 -2.6351 0.0398 0.9460 0.1012 1.0138 0.1002 0.0678 0.0577 0.00334 1.104 
2456972.46136 -5.3087 0.0409 -2.8488 0.0049 -6.3682 0.0840 -5.5396 0.0430 -5.6177 0.0456 2.4599 0.0412 -1.0595 0.0934 -0.2309 0.0593 -0.3090 0.0613 -3.5194 0.0841 -2.6908 0.0433 -2.7689 0.0459 0.8286 0.0944 0.7505 0.0956 -0.0781 0.0627 0.00334 1.103 
2456972.46192 -5.2779 0.0386 -2.8566 0.0049 -6.2299 0.0721 -5.5143 0.0412 -5.5569 0.0427 2.4213 0.0389 -0.9520 0.0818 -0.2364 0.0565 -0.2790 0.0576 -3.3733 0.0723 -2.6577 0.0415 -2.7003 0.0430 0.7156 0.0830 0.6730 0.0838 -0.0426 0.0593 0.00334 1.102 
2456972.46248 -5.3456 0.0403 -2.8664 0.0049 -6.3668 0.0835 -5.5203 0.0404 -5.6406 0.0464 2.4792 0.0406 -1.0212 0.0927 -0.1747 0.0571 -0.2950 0.0615 -3.5004 0.0836 -2.6539 0.0407 -2.7742 0.0466 0.8465 0.0928 0.7262 0.0955 -0.1203 0.0615 0.00334 1.101 
2456972.46304 -5.2761 0.0400 -2.8537 0.0050 -6.3947 0.0878 -5.5196 0.0420 -5.5366 0.0429 2.4224 0.0403 -1.1186 0.0965 -0.2435 0.0580 -0.2605 0.0587 -3.5410 0.0879 -2.6659 0.0423 -2.6829 0.0432 0.8751 0.0973 0.8581 0.0977 -0.0170 0.0600 0.00334 1.100 
2456972.46361 -5.2580 0.0384 -2.8929 0.0051 -6.2907 0.0761 -5.5027 0.0391 -5.5584 0.0423 2.3651 0.0387 -1.0327 0.0852 -0.2447 0.0548 -0.3004 0.0571 -3.3978 0.0763 -2.6098 0.0394 -2.6655 0.0426 0.7880 0.0856 0.7323 0.0871 -0.0557 0.0576 0.00334 1.099 
2456972.46416 -5.2516 0.0381 -2.8683 0.0050 -6.3870 0.0832 -5.5700 0.0424 -5.6305 0.0459 2.3833 0.0384 -1.1354 0.0915 -0.3184 0.0570 -0.3789 0.0597 -3.5187 0.0833 -2.7017 0.0427 -2.7622 0.0462 0.8170 0.0934 0.7565 0.0950 -0.0605 0.0625 0.00334 1.098 
2456972.46473 -5.2653 0.0401 -2.8633 0.0050 -6.3360 0.0838 -5.5803 0.0456 -5.5602 0.0462 2.4020 0.0404 -1.0707 0.0929 -0.3150 0.0607 -0.2949 0.0612 -3.4727 0.0839 -2.7170 0.0459 -2.6969 0.0465 0.7557 0.0954 0.7758 0.0957 0.0201 0.0649 0.00334 1.097 
2456972.46528 -5.2715 0.0396 -2.8854 0.0051 -6.4124 0.0900 -5.5865 0.0444 -5.6059 0.0450 2.3861 0.0399 -1.1409 0.0983 -0.3150 0.0595 -0.3344 0.0599 -3.5270 0.0901 -2.7011 0.0447 -2.7205 0.0453 0.8259 0.1004 0.8065 0.1006 -0.0194 0.0632 0.00334 1.096 
2456972.46585 -5.3845 0.0447 -2.8717 0.0051 -6.3833 0.0877 -5.5378 0.0436 -5.6223 0.0466 2.5128 0.0450 -0.9988 0.0984 -0.1533 0.0624 -0.2378 0.0646 -3.5116 0.0878 -2.6661 0.0439 -2.7506 0.0469 0.8455 0.0979 0.7610 0.0993 -0.0845 0.0638 0.00334 1.095 
2456972.46641 -5.3075 0.0427 -2.8887 0.0052 -6.4489 0.0978 -5.5838 0.0445 -5.5367 0.0419 2.4188 0.0430 -1.1414 0.1067 -0.2763 0.0617 -0.2292 0.0598 -3.5602 0.0979 -2.6951 0.0448 -2.6480 0.0422 0.8651 0.1074 0.9122 0.1064 0.0471 0.0611 0.00334 1.094 
2456972.46698 -5.3254 0.0434 -2.8622 0.0052 -6.2299 0.0788 -5.5986 0.0463 -5.5856 0.0460 2.4632 0.0437 -0.9045 0.0900 -0.2732 0.0635 -0.2602 0.0632 -3.3677 0.0790 -2.7364 0.0466 -2.7234 0.0463 0.6313 0.0914 0.6443 0.0912 0.0130 0.0653 0.00334 1.093 
2456972.46758 -5.3009 0.0405 -2.8885 0.0052 -6.2292 0.0811 -5.5559 0.0440 -5.5613 0.0431 2.4124 0.0408 -0.9283 0.0907 -0.2550 0.0598 -0.2604 0.0591 -3.3407 0.0813 -2.6674 0.0443 -2.6728 0.0434 0.6733 0.0923 0.6679 0.0918 -0.0054 0.0616 0.00334 1.092 
2456972.46814 -5.2851 0.0398 99.9999 9.9999 99.9999 9.9999 -5.6193 0.0475 -5.5722 0.0458 99.9999 9.9999 99.9999 9.9999 -0.3342 0.0620 -0.2871 0.0607 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.0471 0.0660 0.00334 1.091 
2456972.46871 -5.3045 0.0430 -2.8922 0.0052 -6.3426 0.0883 -5.5710 0.0445 -5.6131 0.0468 2.4123 0.0433 -1.0381 0.0982 -0.2665 0.0619 -0.3086 0.0636 -3.4504 0.0884 -2.6788 0.0448 -2.7209 0.0471 0.7716 0.0989 0.7295 0.0999 -0.0421 0.0646 0.00334 1.090 
2456972.46927 -5.3377 0.0441 -2.9142 0.0054 -6.3160 0.0870 -5.5853 0.0456 -5.5075 0.0421 2.4235 0.0444 -0.9783 0.0975 -0.2476 0.0634 -0.1698 0.0610 -3.4018 0.0872 -2.6711 0.0459 -2.5933 0.0424 0.7307 0.0982 0.8085 0.0967 0.0778 0.0621 0.00334 1.089 
2456972.46988 -5.3238 0.0443 -2.8828 0.0054 -6.3891 0.0949 -5.5854 0.0469 -5.5946 0.0503 2.4410 0.0446 -1.0653 0.1047 -0.2616 0.0645 -0.2708 0.0670 -3.5063 0.0950 -2.7026 0.0472 -2.7118 0.0506 0.8037 0.1059 0.7945 0.1074 -0.0092 0.0688 0.00334 1.088 
